Movie_Title,Director,Actors,Total_Gross,main_genre,budget,genres,id,imdb_id,original_language,original_title,revenue
Whiplash,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",$13.09M,Drama,3300000,"[{'id': 18, 'name': 'Drama'}]",244786,tt2582802,en,Whiplash,13092000.0
Whiplash,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",$13.09M,Drama,0,"[{'id': 18, 'name': 'Drama'}]",84365,tt0040963,en,Whiplash,0.0
Whiplash,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",$13.09M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",367412,tt2654430,en,Whiplash,0.0
Nuovo Cinema Paradiso,Giuseppe Tornatore,"Philippe Noiret, Enzo Cannavale, Antonella Attili, Isa Danieli",$11.99M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11216,tt0095765,it,Nuovo Cinema Paradiso,11990401.0
Casablanca,Michael Curtiz,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains",$1.02M,Drama,878000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",289,tt0034583,en,Casablanca,10462500.0
Modern Times,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford",$0.16M,Comedy,1,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3082,tt0027977,en,Modern Times,8500000.0
City Lights,Charles Chaplin,"Charles Chaplin, Virginia Cherrill, Florence Lee, Harry Myers",$0.02M,Comedy,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",901,tt0021749,en,City Lights,19181.0
3 Idiots,Rajkumar Hirani,"Aamir Khan, Madhavan, Mona Singh, Sharman Joshi",$6.53M,Comedy,9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",20453,tt1187043,hi,3 Idiots,70000000.0
Taare Zameen Par,"Directors:Aamir Khan, Amole Gupte","Darsheel Safary, Aamir Khan, Tisca Chopra, Vipin Sharma",$1.22M,Drama,2600000,"[{'id': 18, 'name': 'Drama'}]",7508,tt0986264,hi,Taare Zameen Par,28430000.0
American Beauty,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley",$130.10M,Drama,15000000,"[{'id': 18, 'name': 'Drama'}]",14,tt0169547,en,American Beauty,356296601.0
Das Boot,Wolfgang Petersen,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch",$11.49M,Drama,14000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}]",387,tt0082096,de,Das Boot,85000000.0
The Shining,Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers",$44.02M,Drama,19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",694,tt0081505,en,The Shining,44017374.0
Paths of Glory,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready",Gross Unkown,Drama,935000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",975,tt0050825,en,Paths of Glory,0.0
The Great Dictator,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner",$0.29M,Comedy,2000000,"[{'id': 35, 'name': 'Comedy'}]",914,tt0032553,en,The Great Dictator,11000000.0
Jagten,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm",$0.69M,Drama,3800000,"[{'id': 18, 'name': 'Drama'}]",103663,tt2106476,da,Jagten,16800000.0
Inglourious Basterds,Quentin Tarantino,"Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent",$120.54M,Adventure,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",16869,tt0361748,en,Inglourious Basterds,319131050.0
Eternal Sunshine of the Spotless Mind,Michel Gondry,"Jim Carrey, Kate Winslet, Tom Wilkinson, Gerry Robert Byrne",$34.40M,Drama,20000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",38,tt0338013,en,Eternal Sunshine of the Spotless Mind,72258126.0
Requiem for a Dream,Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans",$3.64M,Drama,4500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",641,tt0180093,en,Requiem for a Dream,7390108.0
Good Will Hunting,Gus Van Sant,"Robin Williams, Matt Damon, Ben Affleck, Stellan Skarsgård",$138.43M,Drama,10000000,"[{'id': 18, 'name': 'Drama'}]",489,tt0119217,en,Good Will Hunting,225933435.0
Full Metal Jacket,Stanley Kubrick,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio, Adam Baldwin",$46.36M,Drama,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",600,tt0093058,en,Full Metal Jacket,46357676.0
Judgment at Nuremberg,Stanley Kramer,"Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich",Gross Unkown,Drama,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",821,tt0055031,en,Judgment at Nuremberg,10000000.0
The Apartment,Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston",$18.60M,Comedy,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",284,tt0053604,en,The Apartment,25000000.0
Ladri di biciclette,Vittorio De Sica,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri",$0.33M,Drama,133000,"[{'id': 18, 'name': 'Drama'}]",5156,tt0040522,it,Ladri di biciclette,361712.0
Metropolis,Fritz Lang,"Brigitte Helm, Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge",$1.24M,Drama,92620000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",19,tt0017136,de,Metropolis,650422.0
Metropolis,Fritz Lang,"Brigitte Helm, Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge",$1.24M,Drama,14500000,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",9606,tt0293416,ja,Metropolis,95789342.0
The Kid,Charles Chaplin,"Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller",$5.45M,Comedy,250000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10098,tt0012349,en,The Kid,2500000.0
The Kid,Charles Chaplin,"Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller",$5.45M,Comedy,65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4244,tt0219854,en,The Kid,69700000.0
The Kid,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin",$69.69M,Comedy,250000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10098,tt0012349,en,The Kid,2500000.0
The Kid,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin",$69.69M,Comedy,65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4244,tt0219854,en,The Kid,69700000.0
Zindagi Na Milegi Dobara,Zoya Akhtar,"Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif",$3.11M,Comedy,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",61202,tt1562872,hi,Zindagi Na Milegi Dobara,0.0
There Will Be Blood,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Ciarán Hinds, Martin Stringer",$40.22M,Drama,25000000,"[{'id': 18, 'name': 'Drama'}]",7345,tt0469494,en,There Will Be Blood,77208711.0
The Truman Show,Peter Weir,"Jim Carrey, Ed Harris, Laura Linney, Noah Emmerich",$125.62M,Comedy,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",37165,tt0120382,en,The Truman Show,264118201.0
The Bridge on the River Kwai,David Lean,"William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa",$44.91M,Adventure,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",826,tt0050212,en,The Bridge on the River Kwai,27200000.0
Le salaire de la peur,Henri-Georges Clouzot,"Yves Montand, Charles Vanel, Peter van Eyck, Folco Lulli",Gross Unkown,Adventure,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",204,tt0046268,fr,Le salaire de la peur,0.0
Umberto D.,Vittorio De Sica,"Carlo Battisti, Maria Pia Casilio, Lina Gennari, Ileana Simova",$0.07M,Drama,0,"[{'id': 18, 'name': 'Drama'}]",833,tt0045274,it,Umberto D.,0.0
All About Eve,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm",$0.01M,Drama,1400000,"[{'id': 18, 'name': 'Drama'}]",705,tt0042192,en,All About Eve,63463.0
Gone with the Wind,"Directors:Victor Fleming, George Cukor, Sam Wood","Clark Gable, Vivien Leigh, Thomas Mitchell, Barbara O'Neil",$198.68M,Drama,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",770,tt0031381,en,Gone with the Wind,400176459.0
Masaan,Neeraj Ghaywan,"Richa Chadha, Sanjay Mishra, Vicky Kaushal, Pankaj Tripathi",Gross Unkown,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",336203,tt4635372,hi,Masaan,0.0
Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Jeffrey Ho",$1.43M,Adventure,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",247645,tt3322420,hi,Queen,0.0
Room,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson",$14.68M,Drama,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",264644,tt3170832,en,Room,35401758.0
Room,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson",$14.68M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",69917,tt0417096,en,Room,0.0
Relatos salvajes,Damián Szifron,"Darío Grandinetti, María Marull, Mónica Villa, Diego Starosta",$3.11M,Comedy,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",265195,tt3011894,es,Relatos salvajes,27007072.0
Mandariinid,Zaza Urushadze,"Lembit Ulfsak, Elmo Nüganen, Giorgi Nakashidze, Misha Meskhi",$0.14M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",238628,tt2991224,et,Mandariinid,0.0
PK,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani",$10.62M,Comedy,13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",297222,tt2338151,hi,PK,120000000.0
OMG: Oh My God!,Umesh Shukla,"Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar",$0.92M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",135718,tt2283748,hi,OMG: Oh My God!,0.0
Barfi!,Anurag Basu,"Ranbir Kapoor, Priyanka Chopra Jonas, Ileana D'Cruz, Saurabh Shukla",$2.80M,Comedy,4437508,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",127501,tt2082197,hi,Barfi!,2804874.0
Udaan,Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Manjot Singh, Ram Kapoor",$0.01M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",45316,tt1639426,hi,Udaan,0.0
The Help,Tate Taylor,"Viola Davis, Emma Stone, Octavia Spencer, Bryce Dallas Howard",$169.71M,Drama,25000000,"[{'id': 18, 'name': 'Drama'}]",50014,tt1454029,en,The Help,124272124.0
Gran Torino,Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley, Ahney Her",$148.10M,Drama,33000000,"[{'id': 18, 'name': 'Drama'}]",13223,tt1205489,en,Gran Torino,269958228.0
Chak De! India,Shimit Amin,"Shah Rukh Khan, Vidya Malvade, Sagarika Ghatge, Shilpa Shukla",$1.11M,Drama,0,"[{'id': 18, 'name': 'Drama'}]",14163,tt0871510,hi,Chak De! India,19300000.0
Million Dollar Baby,Clint Eastwood,"Hilary Swank, Clint Eastwood, Morgan Freeman, Jay Baruchel",$100.49M,Drama,30000000,"[{'id': 18, 'name': 'Drama'}]",70,tt0405159,en,Million Dollar Baby,216763646.0
Before Sunset,Richard Linklater,"Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès",$5.82M,Drama,2700000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",80,tt0381681,en,Before Sunset,15992615.0
Black,Sanjay Leela Bhansali,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor",$0.73M,Drama,0,"[{'id': 18, 'name': 'Drama'}]",31977,tt0375611,hi,Black,733094.0
Black,Sanjay Leela Bhansali,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor",$0.73M,Drama,1200000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",356626,tt4008758,fr,Black,0.0
Munna Bhai M.B.B.S.,Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Gracy Singh, Boman Irani",Gross Unkown,Comedy,0,"[{'id': 35, 'name': 'Comedy'}]",19625,tt0374887,hi,Munna Bhai M.B.B.S.,0.0
Dil Chahta Hai,Farhan Akhtar,"Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity Zinta",$0.30M,Comedy,2079000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14752,tt0292490,en,Dil Chahta Hai,4099000.0
Amores perros,Alejandro G. Iñárritu,"Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero",$5.38M,Drama,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",55,tt0245712,es,Amores perros,20908467.0
Festen,Thomas Vinterberg,"Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen, Paprika Steen",$1.65M,Drama,1300000,"[{'id': 18, 'name': 'Drama'}]",309,tt0154420,da,Festen,0.0
Trainspotting,Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd",$16.50M,Drama,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",627,tt0117951,en,Trainspotting,16491080.0
Underground,Emir Kusturica,"Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac",$0.17M,Comedy,0,"[{'id': 99, 'name': 'Documentary'}]",172014,tt0075367,en,Underground,0.0
Underground,Emir Kusturica,"Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac",$0.17M,Comedy,0,"[{'id': 18, 'name': 'Drama'}]",3565,tt0019509,en,Underground,0.0
Before Sunrise,Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl",$5.54M,Drama,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",76,tt0112471,en,Before Sunrise,5535405.0
Groundhog Day,Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky",$70.91M,Comedy,14600000,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",137,tt0107048,en,Groundhog Day,70906973.0
Dead Poets Society,Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles",$95.86M,Comedy,16400000,"[{'id': 18, 'name': 'Drama'}]",207,tt0097165,en,Dead Poets Society,235860116.0
Stand by Me,Rob Reiner,"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell",$52.29M,Adventure,8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",235,tt0092005,en,Stand by Me,52287414.0
Platoon,Oliver Stone,"Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David",$138.53M,Drama,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",792,tt0091763,en,Platoon,138530565.0
Jean de Florette,Claude Berri,"Yves Montand, Gérard Depardieu, Daniel Auteuil, Elisabeth Depardieu",$4.94M,Comedy,4940939,"[{'id': 18, 'name': 'Drama'}]",4480,tt0091288,fr,Jean de Florette,0.0
"Paris, Texas",Wim Wenders,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell, Sam Berry",$2.18M,Drama,1746964,"[{'id': 18, 'name': 'Drama'}]",655,tt0087884,en,"Paris, Texas",2181987.0
Fanny och Alexander,Ingmar Bergman,"Bertil Guve, Pernilla Allwin, Kristina Adolphson, Börje Ahlstedt",$4.97M,Drama,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",5961,tt0083922,sv,Fanny och Alexander,4971340.0
Stalker,Andrei Tarkovsky,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko",$0.23M,Drama,0,"[{'id': 27, 'name': 'Horror'}]",90291,tt1411236,en,Stalker,0.0
Höstsonaten,Ingmar Bergman,"Ingrid Bergman, Liv Ullmann, Lena Nyman, Halvar Björk",Gross Unkown,Drama,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",12761,tt0077711,sv,Höstsonaten,0.0
The Deer Hunter,Michael Cimino,"Robert De Niro, Christopher Walken, John Cazale, John Savage",$48.98M,Drama,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",11778,tt0077416,en,The Deer Hunter,50000000.0
Rocky,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",$117.24M,Drama,1000000,"[{'id': 18, 'name': 'Drama'}]",1366,tt0075148,en,Rocky,117235147.0
Network,Sidney Lumet,"Faye Dunaway, William Holden, Peter Finch, Robert Duvall",Gross Unkown,Drama,3800000,"[{'id': 18, 'name': 'Drama'}]",10774,tt0074958,en,Network,23689877.0
Barry Lyndon,Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger",Gross Unkown,Adventure,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",3175,tt0072684,en,Barry Lyndon,20000000.0
A Woman Under the Influence,John Cassavetes,"Gena Rowlands, Peter Falk, Fred Draper, Lady Rowlands",$13.34M,Drama,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",29845,tt0072417,en,A Woman Under the Influence,0.0
Persona,Ingmar Bergman,"Bibi Andersson, Liv Ullmann, Margaretha Krook, Gunnar Björnstrand",Gross Unkown,Drama,0,"[{'id': 18, 'name': 'Drama'}]",797,tt0060827,sv,Persona,0.0
La battaglia di Algeri,Gillo Pontecorvo,"Brahim Hadjadj, Jean Martin, Yacef Saadi, Samia Kerbash",$0.06M,Drama,800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",17295,tt0058946,it,La battaglia di Algeri,921548.0
Nattvardsgästerna,Ingmar Bergman,"Ingrid Thulin, Gunnar Björnstrand, Gunnel Lindblom, Max von Sydow",Gross Unkown,Drama,0,"[{'id': 18, 'name': 'Drama'}]",29455,tt0057358,sv,Nattvardsgästerna,0.0
Jungfrukällan,Ingmar Bergman,"Max von Sydow, Birgitta Valberg, Gunnel Lindblom, Birgitta Pettersson",$1.53M,Drama,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",11656,tt0053976,sv,Jungfrukällan,0.0
Smultronstället,Ingmar Bergman,"Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand",Gross Unkown,Drama,0,"[{'id': 18, 'name': 'Drama'}]",614,tt0050986,sv,Smultronstället,0.0
Det sjunde inseglet,Ingmar Bergman,"Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe",Gross Unkown,Drama,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",490,tt0050976,sv,Det sjunde inseglet,0.0
Le notti di Cabiria,Federico Fellini,"Giulietta Masina, François Périer, Franca Marzi, Dorian Gray",$0.75M,Drama,0,"[{'id': 18, 'name': 'Drama'}]",19426,tt0050783,it,Le notti di Cabiria,752045.0
Ace in the Hole,Billy Wilder,"Kirk Douglas, Jan Sterling, Robert Arthur, Porter Hall",$3.97M,Drama,1821052,"[{'id': 18, 'name': 'Drama'}]",25364,tt0043338,en,Ace in the Hole,1300000.0
The Red Shoes,"Directors:Michael Powell, Emeric Pressburger","Anton Walbrook, Marius Goring, Moira Shearer, Robert Helpmann",$10.90M,Drama,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",19542,tt0040725,en,The Red Shoes,0.0
The Best Years of Our Lives,William Wyler,"Myrna Loy, Dana Andrews, Fredric March, Teresa Wright",$23.65M,Drama,2100000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",887,tt0036868,en,The Best Years of Our Lives,23650000.0
The Grapes of Wrath,John Ford,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin",$0.06M,Drama,750000,"[{'id': 18, 'name': 'Drama'}]",596,tt0032551,en,The Grapes of Wrath,0.0
Mr. Smith Goes to Washington,Frank Capra,"James Stewart, Jean Arthur, Claude Rains, Edward Arnold",$9.60M,Comedy,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3083,tt0031679,en,Mr. Smith Goes to Washington,9600000.0
La Grande Illusion,Jean Renoir,"Jean Gabin, Dita Parlo, Pierre Fresnay, Erich von Stroheim",$0.17M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",777,tt0028950,fr,La Grande Illusion,0.0
All Quiet on the Western Front,Lewis Milestone,"Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy",$3.27M,Drama,1250000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",143,tt0020629,en,All Quiet on the Western Front,0.0
All Quiet on the Western Front,Lewis Milestone,"Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy",$3.27M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10912,tt0078753,en,All Quiet on the Western Front,0.0
Sunrise: A Song of Two Humans,F.W. Murnau,"George O'Brien, Janet Gaynor, Margaret Livingston, Bodil Rosing",$0.54M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",631,tt0018455,en,Sunrise: A Song of Two Humans,121.0
La La Land,Damien Chazelle,"Ryan Gosling, Emma Stone, Rosemarie DeWitt, J.K. Simmons",$151.10M,Comedy,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",313369,tt3783958,en,La La Land,445435700.0
The Martian,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara",$228.43M,Adventure,108000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",286217,tt3659388,en,The Martian,630161890.0
Mommy,Xavier Dolan,"Anne Dorval, Antoine Olivier Pilon, Suzanne Clément, Patrick Huard",$3.49M,Drama,4900000,"[{'id': 18, 'name': 'Drama'}]",265177,tt3612616,en,Mommy,3494070.0
Mommy,Xavier Dolan,"Anne Dorval, Antoine Olivier Pilon, Suzanne Clément, Patrick Huard",$3.49M,Drama,0,"[{'id': 27, 'name': 'Horror'}]",118427,tt0113843,en,Mommy,0.0
Her,Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara",$25.57M,Drama,23000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",152601,tt1798709,en,Her,47351251.0
The Perks of Being a Wallflower,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd",$17.74M,Drama,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",84892,tt1659337,en,The Perks of Being a Wallflower,33400000.0
Black Swan,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel, Winona Ryder",$106.95M,Drama,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",44214,tt0947798,en,Black Swan,327803731.0
Lage Raho Munna Bhai,Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Vidya Balan, Boman Irani",$2.22M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21461,tt0456144,en,Lage Raho Munna Bhai,0.0
Blood Diamond,Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers",$57.37M,Adventure,100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",1372,tt0450259,en,Blood Diamond,170877916.0
Big Fish,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange",$66.26M,Adventure,70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",587,tt0319061,en,Big Fish,122919055.0
Vizontele,"Directors:Yilmaz Erdogan, Ömer Faruk Sorak","Yilmaz Erdogan, Demet Akbag, Altan Erkekli, Cem Yilmaz",Gross Unkown,Comedy,0,[],57892,tt0270053,en,Vizontele,0.0
Magnolia,Paul Thomas Anderson,"Tom Cruise, Jason Robards, Julianne Moore, Philip Seymour Hoffman",$22.46M,Drama,37000000,"[{'id': 18, 'name': 'Drama'}]",334,tt0175880,en,Magnolia,48451803.0
