director_name,actor_2_name,gross,genres_x,actor_1_name,movie_title,budget_x,imdb_score,budget_y,genres_y,id,imdb_id,original_language,original_title,revenue
Thomas Bezucha,Paul Schneider,6061759.0,Comedy|Drama|Romance,Craig T. Nelson,The Family Stone,17000000.0,6.3,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9043,tt0356680,en,The Family Stone,0.0
Terry Zwigoff,Tony Cox,60057639.0,Comedy|Crime|Drama,Bernie Mac,Bad Santa,18000000.0,7.1,23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",10147,tt0307987,en,Bad Santa,76488889.0
Jay Roach,Charles Napier,53868030.0,Comedy|Crime,Will Ferrell,Austin Powers: International Man of Mystery,17000000.0,7.0,16500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",816,tt0118655,en,Austin Powers: International Man of Mystery,67683989.0
Kirk Jones,Louis Mandylor,59573085.0,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding 2,18000000.0,6.1,18000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",302688,tt3760922,en,My Big Fat Greek Wedding 2,88923251.0
David Bowers,Rachael Harris,52691009.0,Comedy|Family,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules,21000000.0,6.6,21000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",60307,tt1650043,en,Diary of a Wimpy Kid: Rodrick Rules,72417394.0
John McTiernan,Bill Duke,59735548.0,Action|Horror|Sci-Fi,Shane Black,Predator,15000000.0,7.8,18000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",106,tt0093773,en,Predator,98235548.0
Milos Forman,F. Murray Abraham,51600000.0,Biography|Drama|History|Music,Jeffrey Jones,Amadeus,18000000.0,8.3,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",279,tt0086879,en,Amadeus,51973029.0
Nelson McCormick,Scott Porter,43818159.0,Horror|Mystery,Ming-Na Wen,Prom Night,20000000.0,3.9,1000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",36599,tt0081383,en,Prom Night,14796236.0
Nelson McCormick,Scott Porter,43818159.0,Horror|Mystery,Ming-Na Wen,Prom Night,20000000.0,3.9,0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",8617,tt0926129,en,Prom Night,14796236.0
Mark Waters,Amy Poehler,86049418.0,Comedy,Tina Fey,Mean Girls,17000000.0,7.0,17000000,"[{'id': 35, 'name': 'Comedy'}]",10625,tt0377092,en,Mean Girls,129042871.0
Audrey Wells,Lindsay Duncan,43601508.0,Comedy|Drama|Romance,Raoul Bova,Under the Tuscan Sun,18000000.0,6.7,18000000,"[{'id': 10749, 'name': 'Romance'}]",10934,tt0328589,en,Under the Tuscan Sun,58878723.0
Robert Altman,Bob Balaban,41300105.0,Drama|Mystery,Kristin Scott Thomas,Gosford Park,19800000.0,7.3,19800000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5279,tt0280707,en,Gosford Park,87754044.0
Francis Ford Coppola,Kathleen Turner,41382841.0,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Peggy Sue Got Married,18000000.0,6.3,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",10013,tt0091738,en,Peggy Sue Got Married,41382841.0
Woody Allen,Charlie Tahan,33404871.0,Drama,Sally Hawkins,Blue Jasmine,18000000.0,7.3,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",160588,tt2334873,en,Blue Jasmine,99206215.0
Paul Greengrass,David Alan Basche,31471430.0,Drama|History|Thriller,Christian Clemenson,United 93,15000000.0,7.6,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",9829,tt0475276,en,United 93,76286096.0
Bille Woodruff,Mekhi Phifer,30222640.0,Drama|Music|Romance,Christian Monzon,Honey,25000000.0,5.3,18000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",10028,tt0322589,en,Honey,62646763.0
Rick Friedberg,Barry Bostwick,26906039.0,Action|Comedy,Hulk Hogan,Spy Hard,18000000.0,5.3,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",10535,tt0117723,en,Spy Hard,0.0
John Carpenter,Hal Holbrook,21378000.0,Fantasy|Horror,Jamie Lee Curtis,The Fog,1000000.0,6.8,1000000,"[{'id': 27, 'name': 'Horror'}]",790,tt0080749,en,The Fog,21378361.0
John Carpenter,Hal Holbrook,21378000.0,Fantasy|Horror,Jamie Lee Curtis,The Fog,1000000.0,6.8,18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",791,tt0432291,en,The Fog,46201432.0
John Carpenter,Hal Holbrook,21378000.0,Fantasy|Horror,Jamie Lee Curtis,The Fog,1000000.0,6.8,1000000,"[{'id': 27, 'name': 'Horror'}]",790,tt0080749,en,The Fog,21378361.0
John Carpenter,Hal Holbrook,21378000.0,Fantasy|Horror,Jamie Lee Curtis,The Fog,1000000.0,6.8,18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",791,tt0432291,en,The Fog,46201432.0
Sean McNamara,Chris Brochu,43853424.0,Biography|Drama|Family|Sport,Dennis Quaid,Soul Surfer,18000000.0,7.1,18000000,"[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",43959,tt1596346,en,Soul Surfer,47088990.0
Mike Nichols,Bob Balaban,,Comedy|Drama|War,Bob Newhart,Catch-22,18000000.0,7.2,18000000,"[{'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10364,tt0065528,en,Catch-22,24911670.0
Jody Hill,Celia Weston,23993605.0,Comedy|Crime|Drama,Collette Wolfe,Observe and Report,18000000.0,5.8,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",16991,tt1197628,en,Observe and Report,24007324.0
Richard Fleischer,Olivia d'Abo,26400000.0,Action|Adventure|Fantasy,Mako,Conan the Destroyer,18000000.0,5.8,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",9610,tt0087078,en,Conan the Destroyer,100000000.0
Martin Scorsese,Cathy Moriarty,45250.0,Biography|Drama|Sport,Robert De Niro,Raging Bull,18000000.0,8.3,18000000,"[{'id': 18, 'name': 'Drama'}]",1578,tt0081398,en,Raging Bull,23000000.0
Brandon Camp,Sasha Alexander,22927390.0,Drama|Romance,Judy Greer,Love Happens,18000000.0,5.6,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",25643,tt0899106,en,Love Happens,36133014.0
Barry Levinson,Roger Ashton-Griffiths,4250320.0,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,Young Sherlock Holmes,18000000.0,6.8,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11904,tt0090357,en,Young Sherlock Holmes,0.0
Kevin Tancharoen,Kay Panabaker,22452209.0,Comedy|Drama|Musical|Romance,Kelsey Grammer,Fame,18000000.0,5.0,0,"[{'id': 18, 'name': 'Drama'}]",3537,tt0080716,en,Fame,21202829.0
Kevin Tancharoen,Kay Panabaker,22452209.0,Comedy|Drama|Musical|Romance,Kelsey Grammer,Fame,18000000.0,5.0,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",28665,tt1016075,en,Fame,0.0
Danny Boyle,Treat Williams,18329466.0,Adventure|Biography|Drama|Thriller,James Franco,127 Hours,18000000.0,7.6,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",44115,tt1542344,en,127 Hours,35692920.0
Woody Allen,Jon Lovitz,17071230.0,Comedy|Crime,Woody Allen,Small Time Crooks,18000000.0,6.7,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",10569,tt0196216,en,Small Time Crooks,0.0
Nicholas Hytner,Susan May Pratt,17174870.0,Drama|Music|Romance,Amanda Schull,Center Stage,18000000.0,6.7,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",10560,tt0210616,en,Center Stage,17200925.0
Jessie Nelson,Alex Borstein,26284475.0,Comedy,Olivia Wilde,Love the Coopers,17000000.0,5.7,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",333348,tt2279339,en,Love the Coopers,42426912.0
Bart Freundlich,Corbin Bleu,16702864.0,Comedy|Crime,Kristen Stewart,Catch That Kid,18000000.0,5.2,18000000,"[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",20483,tt0337917,en,Catch That Kid,16702864.0
Irwin Winkler,Hayden Christensen,15561627.0,Drama,Ian Somerhalder,Life as a House,18000000.0,7.5,18000000,"[{'id': 18, 'name': 'Drama'}]",11457,tt0264796,en,Life as a House,0.0
Danny Boyle,Michael Fassbender,17750583.0,Biography|Drama,Kate Winslet,Steve Jobs,30000000.0,7.2,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",321697,tt2080374,en,Steve Jobs,34441873.0
Chris Columbus,Marie Avgeropoulos,14793904.0,Comedy|Romance,Alan Ruck,"I Love You, Beth Cooper",18000000.0,5.3,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19840,tt1032815,en,"I Love You, Beth Cooper",15345201.0
Miguel Arteta,Ari Graynor,15281286.0,Comedy|Drama|Romance,Steve Buscemi,Youth in Revolt,18000000.0,6.5,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",22327,tt0403702,en,Youth in Revolt,0.0
William A. Fraker,Richard Farnsworth,8000000.0,Action|Adventure|Western,Jason Robards,The Legend of the Lone Ranger,18000000.0,5.0,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",38665,tt0082648,en,The Legend of the Lone Ranger,2945600.0
John Boorman,Jamie Lee Curtis,13491653.0,Drama|Thriller,Daniel Radcliffe,The Tailor of Panama,18000000.0,6.1,21000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2575,tt0236784,en,The Tailor of Panama,28008462.0
Brian De Palma,Dennis Franz,,Mystery|Thriller,Nancy Allen,Blow Out,18000000.0,7.4,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11644,tt0082085,en,Blow Out,12000000.0
Courtney Solomon,Paul Freeman,10494494.0,Action|Crime|Thriller,Rebecca Budig,Getaway,18000000.0,4.4,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",146227,tt2167202,en,Getaway,10501938.0
Ang Lee,Kate Burton,7837632.0,Drama,Joan Allen,The Ice Storm,18000000.0,7.5,18000000,"[{'id': 18, 'name': 'Drama'}]",68924,tt0119349,en,The Ice Storm,8038061.0
Rob Reiner,Annie Parisse,15155772.0,Comedy|Drama|Romance,Yaya DaCosta,And So It Goes,18000000.0,5.7,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",253235,tt2465146,en,And So It Goes,25312387.0
Jeff Kanew,Shelley Long,8508843.0,Adventure|Comedy,Craig T. Nelson,Troop Beverly Hills,18000000.0,5.5,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",22102,tt0098519,en,Troop Beverly Hills,0.0
István Szabó,Shaun Evans,7739049.0,Comedy|Drama|Romance,Miriam Margolyes,Being Julia,18000000.0,7.1,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",18701,tt0340012,en,Being Julia,0.0
Matthew Robbins,Ralph Richardson,6000000.0,Action|Adventure|Fantasy,Ian McDiarmid,Dragonslayer,18000000.0,6.7,18000000,"[{'id': 14, 'name': 'Fantasy'}]",848,tt0082288,en,Dragonslayer,14110013.0
Matthew Robbins,Ralph Richardson,6000000.0,Action|Adventure|Fantasy,Ian McDiarmid,Dragonslayer,18000000.0,6.7,0,"[{'id': 99, 'name': 'Documentary'}]",82935,tt1633989,en,Dragonslayer,0.0
Michael Hoffman,Kerry Condon,6615578.0,Biography|Drama|Romance,David Masterson,The Last Station,13000000.0,7.0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",36811,tt0824758,en,The Last Station,0.0
Tim Burton,Bill Murray,5887457.0,Biography|Comedy|Drama,Johnny Depp,Ed Wood,18000000.0,7.9,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",522,tt0109707,en,Ed Wood,5887457.0
Jason Reitman,Kate Winslet,13362308.0,Drama,J.K. Simmons,Labor Day,18000000.0,6.9,18000000,"[{'id': 18, 'name': 'Drama'}]",130150,tt1967545,en,Labor Day,20275812.0
Hal Needham,Michael Beck,5333658.0,Action|Sci-Fi,Barry Bostwick,Megaforce,20000000.0,3.5,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",27380,tt0084316,en,Megaforce,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",10549,tt0116477,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,750000,"[{'id': 18, 'name': 'Drama'}]",23383,tt0040416,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,2000000,"[{'id': 18, 'name': 'Drama'}]",10688,tt0171359,en,Hamlet,1568749.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",10264,tt0099726,en,Hamlet,20710451.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",125705,tt0243951,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",42605,tt0064400,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",28238,tt1449175,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",106848,tt0080835,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",10549,tt0116477,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,750000,"[{'id': 18, 'name': 'Drama'}]",23383,tt0040416,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,2000000,"[{'id': 18, 'name': 'Drama'}]",10688,tt0171359,en,Hamlet,1568749.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",10264,tt0099726,en,Hamlet,20710451.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",125705,tt0243951,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",42605,tt0064400,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",28238,tt1449175,en,Hamlet,0.0
Kenneth Branagh,Brian Blessed,4414535.0,Drama,Julie Christie,Hamlet,18000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",106848,tt0080835,en,Hamlet,0.0
Bruce Beresford,Suzie Steen,4806750.0,Biography|Drama|Music|Romance,Bruce Greenwood,Mao's Last Dancer,,7.4,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",33870,tt1071812,en,Mao's Last Dancer,20719451.0
Jeff Nichols,Sam Shepard,3707794.0,Adventure|Drama|Sci-Fi|Thriller,Kirsten Dunst,Midnight Special,18000000.0,6.7,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",245703,tt2649554,en,Midnight Special,6212282.0
Woody Allen,Stockard Channing,3203044.0,Comedy|Romance,Woody Allen,Anything Else,18000000.0,6.4,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10739,tt0313792,en,Anything Else,0.0
Jonathan Teplitzky,Colin Firth,4435083.0,Biography|Drama|Romance|War,Jeremy Irvine,The Railway Man,18000000.0,7.1,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",127560,tt2058107,en,The Railway Man,22309223.0
,Dylan Walsh,,Drama|Mystery,Poppy Montgomery,Unforgettable,,6.7,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2045,tt0118040,en,Unforgettable,0.0
,Dylan Walsh,,Drama|Mystery,Poppy Montgomery,Unforgettable,,6.7,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",418437,tt3462710,en,Unforgettable,17768012.0
Zack Ward,Anna Harr,,Horror,Zack Ward,Restoration,,4.0,19000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",35196,tt0114272,en,Restoration,0.0
Zack Ward,Anna Harr,,Horror,Zack Ward,Restoration,,4.0,0,"[{'id': 27, 'name': 'Horror'}]",396152,tt4517738,en,Restoration,0.0
Mike Marvin,Randy Quaid,3500000.0,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,The Wraith,2700000.0,5.9,2700000,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",10017,tt0092240,en,The Wraith,3500000.0
Gregor Jordan,Brad Renfro,,Crime|Drama|Thriller,Austin Nichols,The Informers,18000000.0,5.1,18000000,"[{'id': 18, 'name': 'Drama'}]",17436,tt0865554,en,The Informers,382174.0
,Nora von Waldstätten,145118.0,Biography|Crime|Drama|Thriller,Edgar Ramírez,Carlos,,7.7,18000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",43434,tt1321865,en,Carlos,871279.0
Lance Hool,Joaquim de Almeida,229311.0,Action|Drama|History|Romance|War|Western,Tom Berenger,One Man's Hero,11350000.0,6.2,0,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",69848,tt0120775,en,One Man's Hero,0.0
George A. Romero,John Amplas,,Horror,Greg Nicotero,Day of the Dead,3500000.0,7.2,3500000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",8408,tt0088993,en,Day of the Dead,34000000.0
George A. Romero,John Amplas,,Horror,Greg Nicotero,Day of the Dead,3500000.0,7.2,18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",13613,tt0489018,en,Day of the Dead,0.0
George A. Romero,John Amplas,,Horror,Greg Nicotero,Day of the Dead,3500000.0,7.2,3500000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",8408,tt0088993,en,Day of the Dead,34000000.0
George A. Romero,John Amplas,,Horror,Greg Nicotero,Day of the Dead,3500000.0,7.2,18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",13613,tt0489018,en,Day of the Dead,0.0
Chuck Russell,Rebecca De Mornay,,Action|Crime|Drama|Thriller,Sam Trammell,I Am Wrath,18000000.0,5.2,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",332411,tt3212232,en,I Am Wrath,0.0
Christian Volckman,Catherine McCormack,63260.0,Action|Animation|Sci-Fi|Thriller,Romola Garai,Renaissance,14000000.0,6.7,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",9389,tt0386741,fr,Renaissance,1831348.0
Richard Fleischer,Brigitte Nielsen,,Action|Adventure|Fantasy,Ernie Reyes Jr.,Red Sonja,17900000.0,5.0,17900000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",9626,tt0089893,en,Red Sonja,6948633.0
Rodrigo Cortés,Toby Jones,,Drama|Horror|Mystery|Thriller,Robert De Niro,Red Lights,14000000.0,6.2,14000000,"[{'id': 53, 'name': 'Thriller'}]",75638,tt1748179,en,Red Lights,13551174.0
Greg Mottola,Joe Lo Truglio,121463226.0,Comedy,Emma Stone,Superbad,20000000.0,7.6,20000000,"[{'id': 35, 'name': 'Comedy'}]",8363,tt0829482,en,Superbad,121463226.0
Tyler Perry,Keshia Knight Pulliam,90485233.0,Comedy|Crime|Drama,Vanessa Ferlito,Madea Goes to Jail,,4.1,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",15670,tt1142800,en,Madea Goes to Jail,90508336.0
David Hayter,Jennifer Hale,,Action|Horror,Jason Momoa,Wolves,18000000.0,5.3,0,"[{'id': 99, 'name': 'Documentary'}]",15564,tt0226648,en,Wolves,5471376.0
David Hayter,Jennifer Hale,,Action|Horror,Jason Momoa,Wolves,18000000.0,5.3,18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",290555,tt1403241,en,Wolves,0.0
David Hayter,Jennifer Hale,,Action|Horror,Jason Momoa,Wolves,18000000.0,5.3,0,"[{'id': 18, 'name': 'Drama'}]",345909,tt4623856,en,Wolves,0.0
Jon M. Chu,Mari Koda,58006147.0,Drama|Music|Musical|Romance,Cassie Ventura,Step Up 2: The Streets,23000000.0,6.2,23000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8328,tt1023481,en,Step Up 2: The Streets,150816700.0
Cory Edwards,Chazz Palminteri,51053787.0,Action|Animation|Comedy|Crime|Family,Anne Hathaway,Hoodwinked!,17500000.0,6.5,15000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10982,tt0443536,en,Hoodwinked!,51053787.0
Terry George,Sophie Okonedo,23472900.0,Drama|History|War,Don Cheadle,Hotel Rwanda,17500000.0,8.1,17500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",205,tt0395169,en,Hotel Rwanda,38000000.0
Xavier Gens,Dougray Scott,39687528.0,Action|Crime|Drama|Thriller,Henry Ian Cusick,Hitman,24000000.0,6.3,24000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1620,tt0465494,en,Hitman,99965753.0
Kasi Lemmons,Mary J. Blige,7017178.0,Drama|Family|Music|Musical,Jennifer Hudson,Black Nativity,17500000.0,4.4,17500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",175541,tt1425922,en,Black Nativity,7018189.0
Brian A Miller,50 Cent,,Action|Thriller,Bruce Willis,The Prince,18000000.0,4.6,18000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",241254,tt1085492,en,The Prince,266586800.0
Matt Dillon,Shawn Andrews,325491.0,Crime|Drama|Thriller,Kirk Fox,City of Ghosts,17500000.0,6.0,0,"[{'id': 53, 'name': 'Thriller'}]",31932,tt0164003,en,City of Ghosts,0.0
Matt Dillon,Shawn Andrews,325491.0,Crime|Drama|Thriller,Kirk Fox,City of Ghosts,17500000.0,6.0,0,"[{'id': 99, 'name': 'Documentary'}]",428501,tt6333056,en,City of Ghosts,0.0
Alejandro Amenábar,Elaine Cassidy,96471845.0,Fantasy|Horror|Thriller,Fionnula Flanagan,The Others,17000000.0,7.6,0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1933,tt0230600,en,The Others,0.0
James Cameron,Carrie Henn,85200000.0,Action|Adventure|Sci-Fi,Michael Biehn,Aliens,18500000.0,8.4,18500000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",679,tt0090605,en,Aliens,183316455.0
George Cukor,Rex Harrison,72000000.0,Drama|Family|Musical|Romance,Jeremy Brett,My Fair Lady,17000000.0,7.9,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",11113,tt0058385,en,My Fair Lady,72070731.0
