name,rating,genre,year,released,score,votes,director,writer,star,country_file1,budget_file1,gross_file1,company,runtime,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross_file2,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country_file2,content_rating,budget_file2,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Full Frontal,R,Comedy,2002,"August 2, 2002 (United States)",4.7,9500.0,Steven Soderbergh,Coleman Hough,Julia Roberts,United States,2000000.0,3438804.0,Miramax,101.0,Color,Steven Soderbergh,108.0,101.0,0.0,685.0,Enrico Colantoni,8000.0,2506446.0,Comedy|Romance,Julia Roberts,Full Frontal,8662,11327,Blair Underwood,0.0,birthday|friend|hollywood|party|sex,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,172.0,English,USA,R,2000000.0,2002.0,724.0,4.7,1.85,134
Moonlight Mile,PG-13,Drama,2002,"October 4, 2002 (United States)",6.6,14000.0,Brad Silberling,Brad Silberling,Jake Gyllenhaal,United States,21000000.0,10011050.0,Touchstone Pictures,117.0,Color,Brad Silberling,111.0,112.0,52.0,347.0,Holly Hunter,15000.0,6830957.0,Drama|Romance,Jake Gyllenhaal,Moonlight Mile,11983,16692,Bob Clendenin,3.0,1970s|death|district attorney|fiancee|watching television,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,21000000.0,2002.0,1000.0,6.7,2.35,365
Half Past Dead,PG-13,Action,2002,"November 15, 2002 (United States)",4.6,15000.0,Don Michael Paul,Don Michael Paul,Morris Chestnut,United States,13000000.0,19233280.0,Screen Gems,98.0,Color,Don Michael Paul,58.0,98.0,70.0,223.0,Nia Peeples,462.0,15361537.0,Action|Crime|Thriller,Claudia Christian,Half Past Dead,12263,1855,Tony Plana,0.0,alcatraz|fbi|gold|prison|undercover,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,132.0,English,Germany,PG-13,13000000.0,2002.0,444.0,4.6,1.85,564
Life or Something Like It,PG-13,Comedy,2002,"April 26, 2002 (United States)",5.8,24000.0,Stephen Herek,John Scott Shepherd,Angelina Jolie,United States,40000000.0,16872671.0,New Regency Productions,103.0,Color,Stephen Herek,86.0,103.0,65.0,311.0,Stockard Channing,11000.0,14448589.0,Comedy|Romance,Angelina Jolie Pitt,Life or Something Like It,19364,12566,James Gammon,2.0,football|homeless man|interview|psychic|reporter,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128.0,English,USA,PG-13,40000000.0,2002.0,944.0,5.8,2.35,835
Ballistic: Ecks vs. Sever,R,Action,2002,"September 20, 2002 (United States)",3.7,19000.0,Wych Kaosayananda,Alan B. McElroy,Antonio Banderas,United States,70000000.0,20154899.0,Franchise Pictures,91.0,Color,Wych Kaosayananda,92.0,91.0,8.0,298.0,Sandrine Holt,349.0,14294842.0,Action|Crime|Sci-Fi|Thriller,Talisa Soto,Ballistic: Ecks vs. Sever,16761,1846,Gregg Henry,1.0,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,277.0,English,USA,R,70000000.0,2002.0,324.0,3.6,2.35,391
Brown Sugar,PG-13,Comedy,2002,"October 11, 2002 (United States)",6.5,8700.0,Rick Famuyiwa,Michael Elliot,Taye Diggs,United States,8000000.0,28316451.0,Fox Searchlight Pictures,109.0,Color,Rick Famuyiwa,37.0,109.0,44.0,458.0,Sanaa Lathan,1000.0,27362712.0,Comedy|Drama|Music|Romance,Boris Kodjoe,Brown Sugar,5971,3199,Wendell Pierce,1.0,basketball|hip hop|rap music|record company|writer,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,60.0,English,USA,PG-13,8000000.0,2002.0,886.0,6.5,1.85,0
Deuces Wild,R,Action,2002,"May 3, 2002 (United States)",5.6,7100.0,Scott Kalvert,Paul Kimatian,Stephen Dorff,United States,10000000.0,6282446.0,CineWild,96.0,Color,Scott Kalvert,38.0,96.0,9.0,934.0,James Franco,12000.0,6044618.0,Action|Crime|Drama,Norman Reedus,Deuces Wild,6200,26961,Frankie Muniz,1.0,1950s|drug overdose|gang|gang war|new york city,http://www.imdb.com/title/tt0231448/?ref_=fn_tt_tt_1,92.0,English,USA,R,10000000.0,2002.0,11000.0,5.6,2.35,398
Pinocchio,G,Comedy,2002,"December 25, 2002 (United States)",4.4,7900.0,Roberto Benigni,Roberto Benigni,Roberto Benigni,Italy,,44310395.0,Melampo Cinematografica,108.0,Color,Norman Ferguson,105.0,88.0,3.0,40.0,Dickie Jones,1000.0,84300000.0,Animation|Family|Fantasy|Musical,Mel Blanc,Pinocchio,90360,1178,Cliff Edwards,0.0,boy|conscience|fairy|jiminy cricket|pinocchio,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,147.0,English,USA,Approved,2600000.0,1940.0,48.0,7.5,1.37,0
The Emperor's Club,PG-13,Drama,2002,"November 22, 2002 (United States)",6.9,17000.0,Michael Hoffman,Ethan Canin,Kevin Kline,United States,12500000.0,16318449.0,Beacon Communications,109.0,Color,Michael Hoffman,83.0,109.0,97.0,355.0,Embeth Davidtz,13000.0,14060950.0,Drama,Gabriel Millman,The Emperor's Club,14354,14347,Rob Morrow,1.0,classroom|fund raising|headmaster|reunion|roman,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,12500000.0,2002.0,795.0,6.9,1.85,0
All or Nothing,R,Drama,2002,"October 18, 2002 (United Kingdom)",7.5,10000.0,Mike Leigh,Mike Leigh,Timothy Spall,United Kingdom,9000000.0,2845696.0,Les Films Alain Sarde,128.0,Color,Mike Leigh,81.0,121.0,608.0,25.0,Ruth Sheen,149.0,112935.0,Drama,Lesley Manville,All or Nothing,8161,251,Gary McDonald,0.0,love|neighbor|single parent|supermarket|working class,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,94.0,English,UK,R,9000000.0,2002.0,44.0,7.6,1.85,484
Real Women Have Curves,PG-13,Comedy,2002,"November 8, 2002 (United States)",6.9,7200.0,Patricia Cardoso,Josefina Lopez,America Ferrera,United States,3000000.0,7777790.0,HBO Films,90.0,Color,Patricia Cardoso,75.0,90.0,15.0,453.0,Lupe Ontiveros,953.0,5844929.0,Comedy|Drama,America Ferrera,Real Women Have Curves,6000,2510,George Lopez,1.0,education|factory|high school|mexican american|religious icon,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1,109.0,English,USA,PG-13,3000000.0,2002.0,625.0,7.0,1.85,595
The Crocodile Hunter: Collision Course,PG,Action,2002,"July 12, 2002 (United States)",5.4,6400.0,John Stainton,John Stainton,Steve Irwin,Australia,12000000.0,33082548.0,Metro-Goldwyn-Mayer (MGM),90.0,Color,John Stainton,61.0,90.0,0.0,234.0,Aden Young,477.0,28399192.0,Action|Adventure|Comedy|Family,Steve Irwin,The Crocodile Hunter: Collision Course,5663,1483,Steve Bastoni,0.0,cia|crocodile|satellite|snake|spider,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,106.0,English,Australia,PG,13000000.0,2002.0,238.0,5.4,2.35,332
City by the Sea,R,Crime,2002,"September 6, 2002 (United States)",6.1,24000.0,Michael Caton-Jones,Mike McAlary,Robert De Niro,United States,40000000.0,29676703.0,Franchise Pictures,108.0,Color,Michael Caton-Jones,104.0,108.0,105.0,616.0,James Franco,22000.0,22433915.0,Crime|Drama|Mystery|Thriller,Robert De Niro,City by the Sea,21319,34377,John Doman,1.0,beach|grandson|murder|new york city|police,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,166.0,English,USA,R,60000000.0,2002.0,11000.0,6.2,2.35,416
Kill Bill: Vol. 1,R,Action,2003,"October 10, 2003 (United States)",8.1,1000000.0,Quentin Tarantino,Quentin Tarantino,Uma Thurman,United States,30000000.0,180906076.0,Miramax,111.0, Black and White,Quentin Tarantino,354.0,111.0,16000.0,640.0,Vivica A. Fox,926.0,70098138.0,Action,David Carradine,Kill Bill: Vol. 1,735784,3983,Chiaki Kuriyama,0.0,bride|coma|japan|revenge|sword,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,2105.0,English,USA,R,30000000.0,2003.0,890.0,8.1,2.35,13000
The Lord of the Rings: The Return of the King,PG-13,Action,2003,"December 17, 2003 (United States)",8.9,1700000.0,Peter Jackson,J.R.R. Tolkien,Elijah Wood,New Zealand,94000000.0,1146030912.0,New Line Cinema,201.0,Color,Peter Jackson,328.0,192.0,0.0,416.0,Billy Boyd,5000.0,377019252.0,Action|Adventure|Drama|Fantasy,Orlando Bloom,The Lord of the Rings: The Return of the King,1215718,6434,Bernard Hill,2.0,battle|epic|king|orc|ring,http://www.imdb.com/title/tt0167260/?ref_=fn_tt_tt_1,3189.0,English,USA,PG-13,94000000.0,2003.0,857.0,8.9,2.35,16000
Old School,R,Comedy,2003,"February 21, 2003 (United States)",7.1,219000.0,Todd Phillips,Court Crandall,Luke Wilson,United States,24000000.0,87135520.0,Dreamworks Pictures,88.0,Color,Todd Phillips,123.0,88.0,480.0,497.0,Leah Remini,8000.0,74608545.0,Comedy,Will Ferrell,Old School,185258,10325,Patrick Fischler,4.0,college|fraternity|friend|house|party,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,404.0,English,USA,R,24000000.0,2003.0,909.0,7.2,2.35,0
Mystic River,R,Crime,2003,"October 15, 2003 (United States)",7.9,430000.0,Clint Eastwood,Brian Helgeland,Sean Penn,United States,25000000.0,156595191.0,Warner Bros.,138.0,Color,Clint Eastwood,229.0,138.0,16000.0,262.0,Spencer Treat Clark,616.0,90135191.0,Crime|Drama|Mystery|Thriller,John Doman,Mystic River,338415,1942,Tom Guiry,0.0,ballistics|detective|friend|gun|sexual abuse,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,935.0,English,USA,R,25000000.0,2003.0,541.0,8.0,2.35,12000
Love Actually,R,Comedy,2003,"November 14, 2003 (United States)",7.6,444000.0,Richard Curtis,Richard Curtis,Hugh Grant,United Kingdom,40000000.0,245203167.0,Universal Pictures,135.0,Color,Richard Curtis,218.0,129.0,628.0,548.0,Liam Neeson,14000.0,59365105.0,Comedy|Drama|Romance,Colin Firth,Love Actually,318634,28886,Kris Marshall,9.0,aging rocker|christmas|love at first sight|minister|prime minister,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,1004.0,English,UK,R,45000000.0,2003.0,14000.0,7.7,2.35,52000
The Life of David Gale,R,Crime,2003,"February 21, 2003 (United States)",7.5,114000.0,Alan Parker,Charles Randolph,Kevin Spacey,United States,38000000.0,38955598.0,Universal Pictures,130.0,Color,Alan Parker,141.0,130.0,317.0,256.0,Kate Winslet,18000.0,19593740.0,Crime|Drama|Thriller,Kevin Spacey,The Life of David Gale,88270,32637,Matt Craven,0.0,activist|death|death row|murder|texas,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,420.0,English,USA,R,50000000.0,2003.0,14000.0,7.5,2.35,0
2 Fast 2 Furious,PG-13,Action,2003,"June 6, 2003 (United States)",5.9,259000.0,John Singleton,Gary Scott Thompson,Paul Walker,United States,76000000.0,236350661.0,Universal Pictures,107.0,Color,John Singleton,150.0,107.0,309.0,771.0,Cole Hauser,23000.0,127083765.0,Action|Crime|Thriller,Paul Walker,2 Fast 2 Furious,191912,25296,Mo Gallini,5.0,bust|racing|shotgun|street racing|undercover agent,http://www.imdb.com/title/tt0322259/?ref_=fn_tt_tt_1,370.0,English,USA,PG-13,76000000.0,2003.0,787.0,5.9,2.35,0
Underworld,R,Action,2003,"September 19, 2003 (United States)",7.0,258000.0,Len Wiseman,Kevin Grevioux,Kate Beckinsale,United States,22000000.0,95708457.0,Lakeshore Entertainment,121.0,Color,Len Wiseman,226.0,133.0,235.0,105.0,Kevin Grevioux,955.0,51483949.0,Action|Fantasy|Thriller,Sophia Myles,Underworld,208092,1777,Shane Brolly,0.0,blood|death|hybrid|vampire|werewolf,http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,806.0,English,UK,R,22000000.0,2003.0,593.0,7.0,2.35,0
Oldboy,R,Action,2003,"November 21, 2003 (South Korea)",8.4,532000.0,Park Chan-Wook,Garon Tsuchiya,Choi Min-sik,South Korea,3000000.0,15189934.0,Show East,120.0,Color,Chan-wook Park,305.0,120.0,0.0,38.0,Ji-tae Yu,717.0,2181290.0,Drama|Mystery|Thriller,Min-sik Choi,Oldboy,356181,852,Hye-jeong Kang,0.0,brother sister relationship|hypnosis|imprisonment|love|revenge,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1,809.0,Korean,South Korea,R,3000000.0,2003.0,78.0,8.4,2.35,43000
Oldboy,R,Action,2013,"November 27, 2013 (United States)",5.7,71000.0,Spike Lee,Garon Tsuchiya,Josh Brolin,United States,30000000.0,5186767.0,Good Universe,104.0,Color,Chan-wook Park,305.0,120.0,0.0,38.0,Ji-tae Yu,717.0,2181290.0,Drama|Mystery|Thriller,Min-sik Choi,Oldboy,356181,852,Hye-jeong Kang,0.0,brother sister relationship|hypnosis|imprisonment|love|revenge,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1,809.0,Korean,South Korea,R,3000000.0,2003.0,78.0,8.4,2.35,43000
Lost in Translation,R,Comedy,2003,"October 3, 2003 (United States)",7.7,426000.0,Sofia Coppola,Sofia Coppola,Bill Murray,United States,4000000.0,118686937.0,Focus Features,102.0,Color,Sofia Coppola,265.0,101.0,0.0,11.0,Bill Murray,19000.0,44566004.0,Drama,Scarlett Johansson,Lost in Translation,321283,32015,Catherine Lambert,0.0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,1848.0,English,USA,R,4000000.0,2003.0,13000.0,7.8,1.85,17000
Looney Tunes: Back in Action,PG,Animation,2003,"November 14, 2003 (United States)",5.7,35000.0,Joe Dante,Larry Doyle,Brendan Fraser,Germany,80000000.0,68514844.0,Warner Bros.,91.0,Color,Joe Dante,101.0,91.0,287.0,695.0,Jenna Elfman,3000.0,20950820.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Brendan Fraser,Looney Tunes: Back in Action,24183,5593,Heather Locklear,4.0,diamond|duck|monkey|spy|stuntman,http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,160.0,English,Germany,PG,80000000.0,2003.0,739.0,5.7,2.35,665
Big Fish,PG-13,Adventure,2003,"January 9, 2004 (United States)",8.0,422000.0,Tim Burton,Daniel Wallace,Ewan McGregor,United States,70000000.0,123218424.0,Columbia Pictures,125.0,Color,Tim Burton,235.0,125.0,13000.0,883.0,Alison Lohman,12000.0,66257002.0,Adventure|Drama|Fantasy,Steve Buscemi,Big Fish,350698,16138,Albert Finney,0.0,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,816.0,English,USA,PG-13,70000000.0,2003.0,1000.0,8.0,1.37,26000
The Matrix Reloaded,R,Action,2003,"May 15, 2003 (United States)",7.2,529000.0,Lana Wachowski,Lilly Wachowski,Keanu Reeves,United States,150000000.0,741847937.0,Warner Bros.,138.0,Color,Lana Wachowski,275.0,138.0,0.0,30.0,Daniel Bernhardt,234.0,281492479.0,Action|Sci-Fi,Steve Bastoni,The Matrix Reloaded,421818,534,Helmut Bakaitis,0.0,car motorcycle chase|one against many|oracle|prophecy|stylized violence,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789.0,English,USA,R,150000000.0,2003.0,198.0,7.2,2.35,0
Finding Nemo,G,Animation,2003,"May 30, 2003 (United States)",8.1,972000.0,Andrew Stanton,Andrew Stanton,Albert Brooks,United States,94000000.0,940352645.0,Pixar Animation Studios,100.0,Color,Andrew Stanton,301.0,100.0,475.0,799.0,Stephen Root,1000.0,380838870.0,Adventure|Animation|Comedy|Family,Alexander Gould,Finding Nemo,692482,5641,Brad Garrett,0.0,great barrier reef|protective father|separation from family|shark|short term memory loss,http://www.imdb.com/title/tt0266543/?ref_=fn_tt_tt_1,866.0,English,USA,G,94000000.0,2003.0,939.0,8.2,1.85,11000
Hulk,PG-13,Action,2003,"June 20, 2003 (United States)",5.6,255000.0,Ang Lee,Stan Lee,Eric Bana,United States,137000000.0,245285165.0,Universal Pictures,138.0,Color,Ang Lee,267.0,138.0,0.0,258.0,Regi Davis,820.0,132122995.0,Action|Sci-Fi,Kevin Rankin,Hulk,212106,1814,Celia Weston,0.0,1980s|c 130 hercules|monster|panzer|san francisco california,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,1445.0,English,USA,PG-13,137000000.0,2003.0,300.0,5.7,1.85,0
School of Rock,PG-13,Comedy,2003,"October 3, 2003 (United States)",7.1,283000.0,Richard Linklater,Mike White,Jack Black,United States,35000000.0,131095990.0,Paramount Pictures,109.0,Color,Richard Linklater,204.0,108.0,0.0,487.0,Sarah Silverman,2000.0,81257845.0,Comedy|Music,Miranda Cosgrove,School of Rock,210680,4403,Mike White,1.0,battle of the bands|rock band|school teacher|substitute teacher|teacher,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,479.0,English,USA,PG-13,35000000.0,2003.0,931.0,7.1,1.85,0
Thirteen,R,Drama,2003,"September 19, 2003 (United States)",6.8,81000.0,Catherine Hardwicke,Catherine Hardwicke,Evan Rachel Wood,United States,2000000.0,10128960.0,Fox Searchlight Pictures,100.0,Color,Catherine Hardwicke,126.0,100.0,308.0,374.0,Sarah Clarke,1000.0,4599680.0,Drama,Holly Hunter,Thirteen,68222,2186,Kip Pardue,2.0,13 year olds|adolescence|friend|peer pressure|teacher,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,545.0,English,USA,R,1500000.0,2003.0,482.0,6.8,1.85,0
Wrong Turn,R,Horror,2003,"May 30, 2003 (United States)",6.1,113000.0,Rob Schmidt,Alan B. McElroy,Eliza Dushku,Canada,12600000.0,28650575.0,Summit Entertainment,84.0,Color,Rob Schmidt,191.0,84.0,36.0,648.0,Lindy Booth,2000.0,15417771.0,Horror|Thriller,Kevin Zegers,Wrong Turn,87494,3416,Julian Richings,1.0,forest|mountain|road|stupid victim|west virginia,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540.0,English,USA,R,12600000.0,2003.0,683.0,6.1,1.85,0
The Italian Job,PG-13,Action,2003,"May 30, 2003 (United States)",7.0,350000.0,F. Gary Gray,Troy Kennedy-Martin,Donald Sutherland,United States,60000000.0,176070171.0,Paramount Pictures,111.0,Color,F. Gary Gray,155.0,111.0,473.0,82.0,Charlize Theron,26000.0,106126012.0,Action|Crime|Thriller,Jason Statham,The Italian Job,285623,35084,Jimmy Shubert,6.0,gold|heist|revenge|traffic jam|venice italy,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,497.0,English,USA,PG-13,60000000.0,2003.0,9000.0,7.0,2.35,0
Terminator 3: Rise of the Machines,R,Action,2003,"July 2, 2003 (United States)",6.3,383000.0,Jonathan Mostow,John Brancato,Arnold Schwarzenegger,United States,200000000.0,433371112.0,C-2 Pictures,109.0,Color,Jonathan Mostow,280.0,109.0,84.0,191.0,M.C. Gainey,648.0,150350192.0,Action|Sci-Fi,Nick Stahl,Terminator 3: Rise of the Machines,305340,1769,Carolyn Hennesy,0.0,drifter|exploding truck|future|machine|skynet,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676.0,English,USA,R,200000000.0,2003.0,284.0,6.4,2.35,0
Monster,R,Biography,2003,"January 30, 2004 (United States)",7.3,140000.0,Patty Jenkins,Patty Jenkins,Charlize Theron,United States,8000000.0,58469210.0,Media 8 Entertainment,109.0,Color,Patty Jenkins,185.0,109.0,260.0,592.0,Bruce Dern,9000.0,34468224.0,Biography|Crime|Drama|Thriller,Charlize Theron,Monster,105568,11736,Pruitt Taylor Vince,2.0,beach|female criminal|hooker|lesbian|prostitute,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,533.0,English,USA,R,4500000.0,2003.0,844.0,7.3,1.85,0
The Matrix Revolutions,R,Action,2003,"November 5, 2003 (United States)",6.7,459000.0,Lana Wachowski,Lilly Wachowski,Keanu Reeves,United States,150000000.0,427344325.0,Warner Bros.,129.0,Color,Lana Wachowski,245.0,129.0,0.0,233.0,Collin Chou,309.0,139259759.0,Action|Sci-Fi,Essie Davis,The Matrix Revolutions,364948,1062,Nona Gaye,0.0,battle|epic|fight|future|machine,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,2121.0,English,Australia,R,150000000.0,2003.0,269.0,6.7,2.35,0
Daredevil,PG-13,Action,2003,"February 14, 2003 (United States)",5.3,209000.0,Mark Steven Johnson,Mark Steven Johnson,Ben Affleck,United States,78000000.0,179179718.0,Marvel Enterprises,103.0,,,95.0,54.0,,0.0,Royce Johnson,577.0,,Action|Adventure|Crime|Drama|Sci-Fi|Thriller,Elden Henson,Daredevil,213483,581,Charlie Cox,0.0,corruption|lawyer|partnership|superhero|vigilante,http://www.imdb.com/title/tt3322312/?ref_=fn_tt_tt_1,394.0,English,USA,TV-MA,,,4.0,8.8,16.0,55000
The Missing,R,Adventure,2003,"November 26, 2003 (United States)",6.5,34000.0,Ron Howard,Thomas Eidson,Tommy Lee Jones,United States,60000000.0,38364277.0,Revolution Studios,137.0,Color,,14.0,60.0,,575.0,James Nesbitt,1000.0,,Crime|Drama|Mystery,Jason Flemyng,The Missing,8739,3537,Frances O'Connor,0.0,france|journalist|limp|police detective|reporter,http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1,28.0,English,UK,,,,773.0,8.1,,0
S.W.A.T.,PG-13,Action,2003,"August 8, 2003 (United States)",6.0,141000.0,Clark Johnson,Robert Hamner,Samuel L. Jackson,United States,80000000.0,207725639.0,Columbia Pictures,117.0,Color,Clark Johnson,144.0,117.0,69.0,1000.0,Josh Charles,10000.0,116643346.0,Action|Adventure|Crime|Thriller,Jeremy Renner,S.W.A.T.,119807,14486,LL Cool J,1.0,hostage|police|prison|swat team|training,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340.0,English,USA,PG-13,80000000.0,2003.0,1000.0,6.0,2.35,0
The Last Samurai,R,Action,2003,"December 5, 2003 (United States)",7.7,409000.0,Edward Zwick,John Logan,Tom Cruise,United States,140000000.0,454627263.0,Warner Bros.,154.0,Color,Edward Zwick,190.0,154.0,380.0,445.0,Tony Goldwyn,10000.0,111110575.0,Action|Drama|History|War,Tom Cruise,The Last Samurai,317166,11945,Chad Lindberg,1.0,captain|emperor|honor|japan|samurai,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,928.0,English,USA,R,140000000.0,2003.0,956.0,7.7,2.35,0
Holes,PG,Adventure,2003,"April 18, 2003 (United States)",7.0,81000.0,Andrew Davis,Louis Sachar,Shia LaBeouf,United States,20000000.0,71406573.0,Walt Disney Pictures,117.0, Black and White,Andrew Davis,106.0,117.0,99.0,165.0,Zane Holtz,596.0,67325559.0,Adventure|Comedy|Drama|Family|Mystery,Tim Blake Nelson,Holes,58222,1293,Ski Carr,0.0,bad luck|camp|curse|digging|hole,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331.0,English,USA,PG,20000000.0,2003.0,265.0,7.1,1.85,0
Timeline,PG-13,Action,2003,"November 26, 2003 (United States)",5.7,61000.0,Richard Donner,Michael Crichton,Paul Walker,United States,80000000.0,43935763.0,Paramount Pictures,116.0,Color,Richard Donner,123.0,116.0,503.0,982.0,Gerard Butler,23000.0,19480739.0,Action|Adventure|Sci-Fi,Paul Walker,Timeline,53057,43887,Ethan Embry,0.0,castle|france|professor|student|time machine,http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1,457.0,English,USA,PG-13,80000000.0,2003.0,18000.0,5.6,2.35,0
The Rundown,PG-13,Action,2003,"September 26, 2003 (United States)",6.7,103000.0,Peter Berg,R.J. Stewart,Dwayne Johnson,United States,85000000.0,80981914.0,Columbia Pictures,104.0,Color,Peter Berg,151.0,104.0,532.0,557.0,Rosario Dawson,12000.0,47592825.0,Action|Adventure|Comedy|Thriller,Dwayne Johnson,The Rundown,82731,16930,Ewen Bremner,1.0,amazon|bounty hunter|fight|hunter|jungle,http://www.imdb.com/title/tt0327850/?ref_=fn_tt_tt_1,255.0,English,USA,PG-13,85000000.0,2003.0,3000.0,6.7,2.35,0
House of 1000 Corpses,R,Horror,2003,"April 11, 2003 (United States)",6.1,80000.0,Rob Zombie,Rob Zombie,Sid Haig,United States,7000000.0,16829545.0,Spectacle Entertainment Group,89.0, Black and White,Rob Zombie,202.0,105.0,0.0,303.0,Matthew McGrory,1000.0,12583510.0,Horror,Sid Haig,House of 1000 Corpses,60709,2444,Erin Daniels,0.0,actor playing multiple roles|axe|dark comedy|masked man|sadism,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,922.0,English,USA,R,7000000.0,2003.0,340.0,6.0,1.85,0
Identity,R,Mystery,2003,"April 25, 2003 (United States)",7.3,233000.0,James Mangold,Michael Cooney,John Cusack,United States,28000000.0,90259536.0,Columbia Pictures,90.0,Color,James Mangold,136.0,91.0,446.0,660.0,Rebecca De Mornay,1000.0,51475962.0,Mystery|Thriller,Clea DuVall,Identity,177828,3969,Jake Busey,0.0,dissociative identity disorder|motel room key|murder|storm|stranded,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,714.0,English,USA,R,30000000.0,2003.0,872.0,7.3,2.35,11000
Once Upon a Time in Mexico,R,Action,2003,"September 12, 2003 (United States)",6.4,156000.0,Robert Rodriguez,Robert Rodriguez,Antonio Banderas,United States,29000000.0,98769390.0,Columbia Pictures,102.0,Color,Robert Rodriguez,178.0,102.0,0.0,876.0,Salma Hayek,40000.0,55845943.0,Action|Crime|Thriller,Johnny Depp,Once Upon a Time in Mexico,130094,46186,Enrique Iglesias,1.0,agent|cia|mariachi|mexican|president,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,471.0,English,USA,R,29000000.0,2003.0,4000.0,6.4,1.78,0
Swimming Pool,,Crime,2003,"August 1, 2003 (United States)",6.7,43000.0,François Ozon,François Ozon,Charlotte Rampling,France,,22441497.0,Fidélité Productions,102.0,Color,François Ozon,160.0,102.0,341.0,15.0,Ludivine Sagnier,844.0,10105505.0,Crime|Drama|Mystery|Thriller,Charlotte Rampling,Swimming Pool,35065,1389,Jean-Claude Lecas,0.0,luberon|mystery writer|night|publisher|swimming,http://www.imdb.com/title/tt0324133/?ref_=fn_tt_tt_1,288.0,English,France,R,,2003.0,521.0,6.8,1.85,0
Cold Mountain,R,Adventure,2003,"December 25, 2003 (United States)",7.2,142000.0,Anthony Minghella,Charles Frazier,Jude Law,United States,79000000.0,173013509.0,Miramax,154.0,Color,Anthony Minghella,198.0,154.0,333.0,16000.0,Natalie Portman,22000.0,95632614.0,Adventure|Drama|History|Romance|War,Philip Seymour Hoffman,Cold Mountain,118483,61110,Charlie Hunnam,3.0,civil war|mountain|soldier|well|wounded soldier,http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1,674.0,English,USA,R,79000000.0,2003.0,20000.0,7.2,2.35,0
