director_name,actor_2_name,gross,genres,actor_1_name,movie_title,budget,imdb_score
Tim Burton,Jeffrey Jones,73326666.0,Comedy|Fantasy,Catherine O'Hara,Beetlejuice ,15000000.0,7.5
Tyler Perry,Tasha Smith,55184721.0,Comedy|Drama,Michael Jai White,Why Did I Get Married? ,15000000.0,5.6
Gillian Armstrong,Kirsten Dunst,50003300.0,Drama|Family|Romance,Christian Bale,Little Women ,15000000.0,7.3
James Watkins,Roger Allam,54322273.0,Drama|Fantasy|Horror|Thriller,Daniel Radcliffe,The Woman in Black ,17000000.0,6.4
Simon West,Tessa Thompson,47860214.0,Horror|Thriller,Madeline Carroll,When a Stranger Calls ,15000000.0,5.0
Shawn Levy,Donald Faison,47811275.0,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar ,15000000.0,5.4
Michael Cimino,Meryl Streep,,Drama|War,Robert De Niro,The Deer Hunter ,15000000.0,8.2
Barry Levinson,Kirsten Dunst,43022524.0,Comedy|Drama,Robert De Niro,Wag the Dog ,15000000.0,7.1
Jim Fall,Adam Lamberg,42672630.0,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,The Lizzie McGuire Movie ,17000000.0,5.3
Ric Roman Waugh,Harold Perrineau,42919096.0,Action|Drama|Thriller,Dwayne Johnson,Snitch ,15000000.0,6.5
Michael Dougherty,Conchata Ferrell,42592530.0,Comedy|Fantasy|Horror,Adam Scott,Krampus ,15000000.0,6.2
Robert Rodriguez,Salma Hayek,40064955.0,Horror|Mystery|Sci-Fi,Jordana Brewster,The Faculty ,15000000.0,6.4
Brian Gibson,Virginia Capers,39100956.0,Biography|Drama|Music,Rae'Ven Kelly,What's Love Got to Do with It ,,7.2
James Mangold,Sylvester Stallone,44886089.0,Crime|Drama|Thriller,Robert De Niro,Cop Land ,10000000.0,6.9
Joel Gallen,JoAnna Garcia Swisher,37882551.0,Comedy,Chris Evans,Not Another Teen Movie ,16000000.0,5.7
David Ayer,Anna Kendrick,40983001.0,Crime|Drama|Thriller,Jake Gyllenhaal,End of Watch ,7000000.0,7.7
Cameron Crowe,Bradley Cooper,20991497.0,Comedy|Drama|Romance,Emma Stone,Aloha ,37000000.0,5.4
Rob Cohen,Leslie Bibb,35007180.0,Action|Crime|Drama|Thriller,Paul Walker,The Skulls ,15000000.0,5.6
James Marsh,Emily Watson,35887263.0,Biography|Drama|Romance,Eddie Redmayne,The Theory of Everything ,15000000.0,7.7
John Whitesell,Regina Hall,34308901.0,Comedy|Crime,Greg Grunberg,Malibu's Most Wanted ,16000000.0,5.1
Matt Williams,James Frain,33771174.0,Comedy|Drama|Romance,Natalie Portman,Where the Heart Is ,15000000.0,6.8
David Lean,José Ferrer,6000000.0,Adventure|Biography|Drama|History|War,Claude Rains,Lawrence of Arabia ,15000000.0,8.4
Rob Zombie,Tyler Mane,33386128.0,Horror,Scout Taylor-Compton,Halloween II ,15000000.0,4.9
Jean-Marc Vallée,Kevin Rankin,37877959.0,Adventure|Biography|Drama,Michiel Huisman,Wild ,15000000.0,7.1
Dennis Iliadis,Monica Potter,32721635.0,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left ,15000000.0,6.6
Clare Kilner,Debra Messing,31585300.0,Comedy|Romance,Jack Davenport,The Wedding Date ,15000000.0,6.1
Rick Rosenthal,Thomas Ian Nicholas,30259652.0,Comedy|Horror|Thriller,Jamie Lee Curtis,Halloween: Resurrection ,15000000.0,4.1
Louis Leterrier,Jason Flemyng,163192114.0,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,125000000.0,5.8
Rob Reiner,Carol Kane,30857814.0,Adventure|Family|Fantasy|Romance,Robin Wright,The Princess Bride ,16000000.0,8.1
Denzel Washington,Jurnee Smollett-Bell,30226144.0,Biography|Drama,Denzel Washington,The Great Debaters ,15000000.0,7.6
Nicolas Winding Refn,Albert Brooks,35054909.0,Crime|Drama,Ryan Gosling,Drive ,15000000.0,7.8
Sara Sugarman,Carol Kane,29302097.0,Comedy|Family|Music|Romance,Adam Garcia,Confessions of a Teenage Drama Queen ,15000000.0,4.6
Nicholas Hytner,Tim Daly,29106737.0,Comedy|Drama|Romance,Liam Aiken,The Object of My Affection ,15000000.0,6.0
Juan Carlos Fresnadillo,Harold Perrineau,28637507.0,Drama|Horror|Sci-Fi,Jeremy Renner,28 Weeks Later ,15000000.0,7.0
Thomas Carter,Matthew Daddario,30127963.0,Drama|Family|Sport,Jessie T. Usher,When the Game Stands Tall ,15000000.0,6.7
Wayne Wang,Luke Benward,32645546.0,Comedy|Drama|Family,Cicely Tyson,Because of Winn-Dixie ,14000000.0,6.4
Gina Prince-Bythewood,Sanaa Lathan,27441122.0,Drama|Romance|Sport,Alfre Woodard,Love & Basketball ,15000000.0,7.2
George Armitage,Michael Cudlitz,28014536.0,Action|Comedy|Crime|Romance|Thriller,Minnie Driver,Grosse Pointe Blank ,15000000.0,7.4
Phil Traill,Katy Mixon,33860010.0,Comedy|Romance,Bradley Cooper,All About Steve ,15000000.0,4.8
Joe Berlinger,Erica Leerhsen,26421314.0,Adventure|Fantasy|Horror|Mystery|Thriller,Kim Director,Book of Shadows: Blair Witch 2 ,15000000.0,4.0
Andrew Fleming,Rachel True,24881000.0,Drama|Fantasy|Horror|Thriller,Christine Taylor,The Craft ,15000000.0,6.2
Woody Allen,Mark Gatiss,23089926.0,Drama|Romance|Thriller,Scarlett Johansson,Match Point ,15000000.0,7.7
Elizabeth Allen Rosenbaum,Hutch Dano,26161406.0,Adventure|Comedy|Family|Fantasy,Sierra McCormick,Ramona and Beezus ,15000000.0,6.7
James Ivory,Peter Vaughan,22954968.0,Drama|Romance,Anthony Hopkins,The Remains of the Day ,11500000.0,7.9
Paul Thomas Anderson,Nicole Ari Parker,26384919.0,Drama,Don Cheadle,Boogie Nights ,15000000.0,7.9
Robert Harmon,Rosanna Arquette,22189039.0,Action|Crime|Drama|Romance|Thriller,Kieran Culkin,Nowhere to Run ,15000000.0,5.5
Michael Mayer,Danny Pino,20998709.0,Adventure|Drama|Family,Alison Lohman,Flicka ,15000000.0,6.2
Martin Weisz,Daniella Alonso,20801344.0,Horror,Jeff Kober,The Hills Have Eyes II ,15000000.0,5.1
John Ottman,Joey Lawrence,21468807.0,Horror|Mystery|Thriller,Loretta Devine,Urban Legends: Final Cut ,14000000.0,4.1
Jay Russell,Sissy Spacek,19158074.0,Drama|Family|Fantasy|Romance,William Hurt,Tuck Everlasting ,15000000.0,6.7
John Bonito,Firass Dirani,18843314.0,Action|Drama|Thriller,Kelly Carlson,The Marine ,20000000.0,4.7
Peter Atencio,Will Forte,20566327.0,Action|Comedy,Nia Long,Keanu ,15000000.0,6.4
Shana Feste,Cinda McCain,20218921.0,Drama|Music,Leighton Meester,Country Strong ,15000000.0,6.3
David Nutter,Ethan Embry,17411331.0,Horror|Mystery|Sci-Fi|Thriller,Bruce Greenwood,Disturbing Behavior ,15000000.0,5.5
Derek Cianfrance,Ben Mendelsohn,21383298.0,Crime|Drama|Thriller,Ryan Gosling,The Place Beyond the Pines ,15000000.0,7.3
Roger Donaldson,Akie Kotabe,24984868.0,Action|Crime|Thriller,Luke Bracey,The November Man ,15000000.0,6.3
Stephan Elliott,Patrick Bergin,16459004.0,Drama|Mystery|Thriller,Jason Priestley,Eye of the Beholder ,15000000.0,4.9
Kathryn Bigelow,Christian Camargo,15700000.0,Drama|History|Thriller|War,Jeremy Renner,The Hurt Locker ,15000000.0,7.6
Mark L. Lester,George C. Scott,15100000.0,Action|Horror|Sci-Fi|Thriller,Heather Locklear,Firestarter ,15000000.0,6.0
Andrew Dominik,Sam Shepard,14938570.0,Crime|Thriller,Brad Pitt,Killing Them Softly ,15000000.0,6.2
Anton Corbijn,Nina Hoss,17237244.0,Crime|Drama|Thriller,Philip Seymour Hoffman,A Most Wanted Man ,15000000.0,6.8
Tom Green,Harland Williams,14249005.0,Comedy,Rip Torn,Freddy Got Fingered ,15000000.0,4.5
Mike Nawrocki,Cam Clarke,12701880.0,Adventure|Animation|Comedy|Family,Yuri Lowenthal,The Pirates Who Don't Do Anything: A VeggieTales Movie ,15000000.0,5.7
Catherine Owens,The Edge,10353690.0,Documentary|Music,Bono,U2 3D ,,8.4
Douglas Aarniokoski,Adrian Paul,12801190.0,Action|Adventure|Fantasy|Sci-Fi,Christopher Lambert,Highlander: Endgame ,15000000.0,4.6
Bryan Barber,Faizon Love,12549485.0,Crime|Drama|Musical|Romance,Cicely Tyson,Idlewild ,15000000.0,6.2
Lone Scherfig,Jim Sturgess,13766014.0,Drama|Romance,Anne Hathaway,One Day ,15000000.0,7.0
Drew Barrymore,Jimmy Fallon,13034417.0,Drama|Sport,Daniel Stern,Whip It ,15000000.0,6.9
Brian Koppelman,Tom Noonan,11632420.0,Crime|Drama|Thriller,Vin Diesel,Knockaround Guys ,,6.1
James Foley,Brian Van Holt,12212417.0,Crime|Thriller,Louis Lombardi,Confidence ,15000000.0,6.7
Albert Brooks,Bradley Whitford,11614236.0,Comedy,Jeff Bridges,The Muse ,15000000.0,5.6
Irwin Winkler,Keith Allen,13337299.0,Biography|Drama|Music|Musical,Kevin McNally,De-Lovely ,20000000.0,6.6
Woody Allen,Larry David,10763469.0,Comedy|Drama|Romance,Woody Allen,New York Stories ,15000000.0,6.4
Steve Gomer,Kyla Pratt,11144518.0,Adventure|Family,Trevor Morgan,Barney's Great Adventure ,15000000.0,2.8
RZA,RZA,15608545.0,Action,Rick Yune,The Man with the Iron Fists ,15000000.0,5.4
Dean Parisot,Jake Busey,10443316.0,Comedy|Drama|Romance,Catherine O'Hara,Home Fries ,15000000.0,5.0
Mark Piznarski,Chris Klein,10494147.0,Drama|Romance,Bruce Greenwood,Here on Earth ,15000000.0,5.1
Terry Gilliam,Bob Hoskins,9929000.0,Drama|Sci-Fi,Robert De Niro,Brazil ,15000000.0,8.0
Sean McNamara,Rebecca De Mornay,10411980.0,Family|Music|Romance,Oliver James,Raise Your Voice ,15000000.0,5.9
,Nicole de Boer,,Drama|Fantasy|Mystery|Sci-Fi,David Ogden Stiers,The Dead Zone             ,,7.5
Joel Coen,Jeff Bridges,17439163.0,Comedy|Crime,Philip Seymour Hoffman,The Big Lebowski ,15000000.0,8.2
Craig Brewer,Michael Raymond-James,9396487.0,Drama|Music,Justin Timberlake,Black Snake Moan ,15000000.0,7.0
Ron Shelton,Dash Mihok,9059588.0,Crime|Drama|Romance|Thriller,Khandi Alexander,Dark Blue ,15000000.0,6.6
Michael Winterbottom,Archie Panjabi,9172810.0,Biography|Drama|History|Thriller|War,Angelina Jolie Pitt,A Mighty Heart ,16000000.0,6.7
David Raynr,Jodi Lyn O'Keefe,8735529.0,Comedy|Drama|Romance,James Franco,Whatever It Takes ,15000000.0,5.5
Mort Nathan,Lin Shaye,8586376.0,Comedy,Vivica A. Fox,Boat Trip ,20000000.0,4.9
Oliver Parker,Tom Wilkinson,8378141.0,Comedy|Drama|Romance,Colin Firth,The Importance of Being Earnest ,15000000.0,6.9
Dan Curtis,Campbell Scott,,Fantasy|Romance,Jennifer Jason Leigh,The Love Letter ,,7.4
Wil Shriner,Neil Flynn,8080116.0,Adventure|Comedy|Family,Logan Lerman,Hoot ,15000000.0,5.6
Martin McDonagh,Anna Madeley,7757130.0,Comedy|Crime|Drama,Elizabeth Berrington,In Bruges ,15000000.0,8.0
Tina Gordon Chism,S. Epatha Merkerson,9123834.0,Comedy|Romance,Tyler James Williams,Peeples ,15000000.0,5.3
Peter Cattaneo,Bradley Cooper,6409206.0,Comedy|Music,Emma Stone,The Rocker ,15000000.0,6.2
Vicky Jenson,Zach Gilford,6373693.0,Comedy|Romance,J.K. Simmons,Post Grad ,15000000.0,5.3
Gus Van Sant,Hal Holbrook,7556708.0,Drama,Matt Damon,Promised Land ,15000000.0,6.6
Woody Allen,Michael McKean,5306447.0,Comedy|Romance,Larry David,Whatever Works ,15000000.0,7.2
Mary Lambert,Susan Ward,5217498.0,Drama|Mystery|Thriller,Matthew Settle,The In Crowd ,15000000.0,4.6
Tommy Lee Jones,Dwight Yoakam,5023275.0,Adventure|Crime|Drama|Mystery|Western,Levon Helm,Three Burials ,15000000.0,7.5
Peter Kassovitz,Mark Margolis,4956401.0,Drama|War,Robin Williams,Jakob the Liar ,15000000.0,6.5
Shane Black,Corbin Bernsen,4235837.0,Comedy|Crime|Mystery,Robert Downey Jr.,Kiss Kiss Bang Bang ,15000000.0,7.6
Rodman Flender,Fred Willard,4002955.0,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,Idle Hands ,20000000.0,6.2
David Lynch,Robert Forster,7219578.0,Drama|Mystery|Thriller,Naomi Watts,Mulholland Drive ,15000000.0,8.0
Katja von Garnier,Agnes Bruckner,3525161.0,Drama|Fantasy|Horror|Romance,Olivier Martinez,Blood and Chocolate ,,5.5
Woody Allen,Naomi Watts,3247816.0,Comedy|Drama|Romance,Anthony Hopkins,You Will Meet a Tall Dark Stranger ,22000000.0,6.3
Mark Romanek,Charlie Rowe,2412045.0,Drama|Romance|Sci-Fi,Andrew Garfield,Never Let Me Go ,15000000.0,7.2
,Tom Hollander,,Drama|History|Thriller,Anna Silk,The Company             ,,7.9
Brad Anderson,Eduardo Noriega,2203641.0,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,Transsiberian ,15000000.0,6.7
Michael Chapman,Pamela Reed,1953732.0,Adventure|Drama|Fantasy,Curtis Armstrong,The Clan of the Cave Bear ,15000000.0,5.3
Antonio Banderas,Elizabeth Perkins,1954202.0,Comedy|Crime|Drama,Meat Loaf,Crazy in Alabama ,15000000.0,6.3
Michael Haneke,Siobhan Fallon Hogan,1294640.0,Crime|Drama|Horror|Thriller,Naomi Watts,Funny Games ,15000000.0,6.5
Khalil Sullins,Kalim Chandler,,Drama|Sci-Fi|Thriller,Thomas Stroppel,Listening ,,5.6
Atom Egoyan,Elaine Cassidy,819852.0,Drama|Thriller,Bob Hoskins,Felicia's Journey ,,7.0
Fritz Lang,Gustav Fröhlich,26435.0,Drama|Sci-Fi,Brigitte Helm,Metropolis ,6000000.0,8.3
Pierre Morel,Cyril Raffaelli,1197786.0,Action|Crime|Thriller,David Belle,District B13 ,12000000.0,7.2
Gary Fleder,Bill Cobbs,529766.0,Crime|Drama,Steve Buscemi,Things to Do in Denver When You're Dead ,7000000.0,6.8
Hsiao-Hsien Hou,Chen Chang,613556.0,Action|Drama,Qi Shu,The Assassin ,15000000.0,6.4
Gregor Jordan,Scott Glenn,353743.0,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,Buffalo Soldiers ,15000000.0,6.9
Andrey Zvyagintsev,Vladimir Garin,502028.0,Drama|Mystery|Thriller,Konstantin Lavronenko,The Return ,,8.0
Tony Jaa,Petchtai Wongkamlao,102055.0,Action,Nirut Sirichanya,Ong-bak 2 ,300000000.0,6.2
Neil Marshall,JJ Feild,122288.0,Action|Adventure|Drama|History|Thriller|War,Michael Fassbender,Centurion ,,6.4
Russell Mulcahy,Gina Bellman,,Action|Drama|Thriller,Christopher Heyerdahl,Silent Trigger ,9000000.0,5.6
Ryûhei Kitamura,Brooke Shields,73548.0,Fantasy|Horror|Mystery,Bradley Cooper,The Midnight Meat Train ,15000000.0,6.1
Darrell Roodt,Wendy Crewson,,Biography|Drama|History,Jennifer Hudson,Winnie Mandela ,15000000.0,6.0
Dito Montiel,Al Pacino,28870.0,Crime|Drama|Thriller,Channing Tatum,The Son of No One ,15000000.0,5.1
Stefan Ruzowitzky,Udo Kier,22723.0,Action|Comedy|Drama|War,Eddie Izzard,All the Queen's Men ,25000000.0,4.5
Jake Paltrow,Gael Le Cornec,20380.0,Comedy|Drama|Fantasy|Music|Romance,Stephen Graham,The Good Night ,15000000.0,5.9
Juraj Jakubisko,Hans Matheson,,Biography|Drama|Fantasy|History,Anna Friel,Bathory: Countess of Blood ,,6.0
Anthony Silverston,Steve Buscemi,,Adventure|Animation|Family,Liam Neeson,Khumba ,20000000.0,5.8
Gabe Ibáñez,Robert Forster,,Action|Sci-Fi|Thriller,Birgitte Hjort Sørensen,Automata ,7000000.0,6.1
Gerry Lively,Lucy Gaskell,,Action|Adventure|Fantasy,Bruce Payne,Dungeons & Dragons: Wrath of the Dragon God ,15000000.0,4.9
Daniele Luchetti,Rodrigo De la Serna,,Biography,Maximilian Dirr,Chiamatemi Francesco - Il Papa della gente ,15000000.0,5.7
Tung-Shing Yee,Daniel Wu,,Action|Crime|Drama|Thriller,Bingbing Fan,Shinjuku Incident ,15000000.0,7.1
Julien Temple,Dexter Fletcher,,Biography|Drama,Samantha Morton,Pandaemonium ,15000000.0,6.6
Harold Ramis,Chris Elliott,70906973.0,Comedy|Fantasy|Romance,Bill Murray,Groundhog Day ,14600000.0,8.1
Gregory Jacobs,Channing Tatum,66009973.0,Comedy|Drama|Music,Matt Bomer,Magic Mike XXL ,14800000.0,5.7
Baz Luhrmann,Harold Perrineau,46338728.0,Drama|Romance,Leonardo DiCaprio,Romeo + Juliet ,14500000.0,6.8
Gilles Paquet-Brenner,Aidan Quinn,7691700.0,Drama|War,Kristin Scott Thomas,Sarah's Key ,10000000.0,7.5
Peter Cousens,David Rasche,,Drama|Family|Music,Sharon Leal,Freedom ,14500000.0,6.2
Clint Eastwood,Morgan Freeman,101157447.0,Drama|Western,Clint Eastwood,Unforgiven ,14400000.0,8.3
Lars von Trier,Jeremy Davies,74205.0,Drama,Bryce Dallas Howard,Manderlay ,14200000.0,7.4
Danny Boyle,Saurabh Shukla,141319195.0,Drama|Romance,Anil Kapoor,Slumdog Millionaire ,15000000.0,8.0
Adrian Lyne,Lois Smith,156645693.0,Drama|Romance|Thriller,Fred Gwynne,Fatal Attraction ,14000000.0,6.9
Garry Marshall,Hector Elizondo,178406268.0,Comedy|Romance,Julia Roberts,Pretty Woman ,14000000.0,6.9
John Blanchard,Andrea Martin,,Comedy,Martin Short,Towering Inferno             ,,9.5
John Cornell,Linda Kozlowski,109306210.0,Action|Adventure|Comedy,Paul Hogan,Crocodile Dundee II ,15800000.0,5.5
Vidhu Vinod Chopra,Chris Marquette,,Action|Crime|Drama|Mystery|Thriller,María Valverde,Broken Horses ,15000000.0,5.7
Oliver Stone,Tom Berenger,70001698.0,Biography|Drama|War,Tom Cruise,Born on the Fourth of July ,14000000.0,7.2
Jon Turteltaub,Leon,68856263.0,Adventure|Comedy|Family|Sport,Doug E. Doug,Cool Runnings ,15000000.0,6.9
Patrick Lussier,Jaime King,51527787.0,Horror|Thriller,Jensen Ackles,My Bloody Valentine ,15000000.0,5.5
Ole Bornedal,Madison Davenport,49122319.0,Horror|Thriller,Kyra Sedgwick,The Possession ,14000000.0,5.9
Ted Kotcheff,Brian Dennehy,,Action|Adventure|Drama,Sylvester Stallone,First Blood ,14000000.0,7.7
Sylvain White,Laz Alonso,61356221.0,Drama|Music|Romance,Chris Brown,Stomp the Yard ,14000000.0,5.2
Lewis Gilbert,Desmond Llewelyn,46800000.0,Action|Adventure|Sci-Fi|Thriller,Caroline Munro,The Spy Who Loved Me ,14000000.0,7.1
,Steve Gonsalves,,Documentary,Amy Bruni,Ghost Hunters             ,,6.6
Jamie Blanks,Loretta Devine,38048637.0,Horror|Mystery|Thriller,Alicia Witt,Urban Legend ,14000000.0,5.5
Stephen Frears,Peter Capaldi,34700000.0,Drama|Romance,Keanu Reeves,Dangerous Liaisons ,14000000.0,7.7
Tyler Perry,Phylicia Rashad,35010192.0,Comedy|Drama|Romance,Eddie Cibrian,Good Deeds ,,5.4
Randal Kleiser,Klaus Maria Brandauer,34793160.0,Adventure|Drama,Seymour Cassel,White Fang ,14000000.0,6.7
Bruce McCulloch,Elaine Hendrix,30628981.0,Comedy|Romance,Will Ferrell,Superstar ,14000000.0,5.0
Phyllida Lloyd,Jim Broadbent,29959436.0,Biography|Drama|History,Meryl Streep,The Iron Lady ,13000000.0,6.4
Mike Nawrocki,Mike Nawrocki,25571351.0,Adventure|Animation|Comedy|Drama|Family|Musical,Phil Vischer,Jonah: A VeggieTales Movie ,14000000.0,6.6
John Singleton,Khandi Alexander,27515786.0,Drama|Romance,Janet Jackson,Poetic Justice ,14000000.0,5.9
Kevin Bray,Roger Guenveur Smith,25482931.0,Action|Comedy|Crime|Thriller,Mike Epps,All About the Benjamins ,14000000.0,5.7
Wes Craven,W. Earl Brown,19900000.0,Comedy|Fantasy|Horror|Romance,John Witherspoon,Vampire in Brooklyn ,20000000.0,4.5
John Boorman,Richard Burton,,Horror,Linda Blair,Exorcist II: The Heretic ,14000000.0,3.7
Courtney Solomon,James D'Arcy,16298046.0,Horror|Mystery|Thriller,Sissy Spacek,An American Haunting ,14000000.0,5.0
David Zucker,Tyler Labine,15549702.0,Comedy|Romance,Carmen Electra,My Boss's Daughter ,14000000.0,4.6
David Twohy,Milla Jovovich,15483540.0,Adventure|Mystery|Thriller,Chris Hemsworth,A Perfect Getaway ,14000000.0,6.5
Rick Famuyiwa,Lance Gross,20246959.0,Comedy|Romance,America Ferrera,Our Family Wedding ,14000000.0,4.9
Alan Cohn,Linda Cardellini,15062898.0,Comedy,Alyson Hannigan,Dead Man on Campus ,14000000.0,6.0
Franco Zeffirelli,Joan Plowright,14348123.0,Comedy|Drama|War,Lily Tomlin,Tea with Mussolini ,12000000.0,6.9
Tom Holland,Bethany Joy Lenz,15171475.0,Fantasy|Horror,Joe Mantegna,Thinner ,8500000.0,5.7
Martin Scorsese,Liza Minnelli,,Drama|Music|Musical|Romance,Robert De Niro,"New York, New York ",14000000.0,6.7
Spike Lee,Delroy Lindo,13640000.0,Comedy|Drama,Alfre Woodard,Crooklyn ,14000000.0,6.9
Chris Rock,Eliza Coupe,12550242.0,Comedy|Drama|Romance,Steve Buscemi,I Think I Love My Wife ,,5.5
James Isaac,Kane Hodder,12610731.0,Action|Horror|Sci-Fi|Thriller,Peter Mensah,Jason X ,11000000.0,4.4
Shawn Levy,Donald Faison,47811275.0,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar ,15000000.0,5.4
Emilio Estevez,Nick Cannon,11204499.0,Drama|History,Anthony Hopkins,Bobby ,14000000.0,7.0
Mark Waters,Ivana Milicevic,10397365.0,Comedy|Mystery|Romance,Monica Potter,Head Over Heels ,14000000.0,5.4
Josh Schwartz,Jackson Nicoll,9402410.0,Adventure|Comedy,Thomas McDonell,Fun Size ,14000000.0,5.4
Julian Schnabel,Mathieu Amalric,5990075.0,Biography|Drama,Emmanuelle Seigner,The Diving Bell and the Butterfly ,,8.0
Todd Field,Noah Emmerich,5459824.0,Drama|Romance,Kate Winslet,Little Children ,26000000.0,7.6
Davis Guggenheim,Sharon Lawrence,5108820.0,Drama|Mystery|Thriller,Norman Reedus,Gossip ,24000000.0,5.9
Tony Goldwyn,Julie Kavner,4741987.0,Drama,Viggo Mortensen,A Walk on the Moon ,14000000.0,6.6
Phillip Noyce,Terry Pheto,4291965.0,Biography|Drama|History,Derek Luke,Catch a Fire ,14000000.0,6.7
Stephen Carpenter,Angela Featherstone,3100650.0,Drama|Horror|Mystery|Thriller,Melissa Sagemiller,Soul Survivors ,14000000.0,3.9
James Ivory,Todd Boyce,2474000.0,Biography|Drama|History|Romance,Seth Gilliam,Jefferson in Paris ,14000000.0,5.7
Stephan Elliott,Kristin Scott Thomas,2656324.0,Comedy|Romance,Colin Firth,Easy Virtue ,,6.7
James Fargo,Joseph Cotten,1000000.0,Action|Adventure|History,Christopher Lee,Caravans ,14000000.0,6.5
Mike Leigh,Ruth Sheen,3958500.0,Biography|Drama|History,Lesley Manville,Mr. Turner ,8200000.0,6.8
Alain Resnais,Sara Forestier,403649.0,Drama|Romance,Mathieu Amalric,Wild Grass ,,6.3
Costa-Gavras,Mathieu Kassovitz,274299.0,Biography|Crime|Drama|War,Sebastian Koch,Amen. ,103000000.0,7.3
Chao-Bin Su,Shawn Yue,,Action,Woo-sung Jung,Reign of Assassins ,12000000.0,6.9
Neil Burger,Katherine LaNasa,183088.0,Comedy|Drama|War,John Heard,The Lucky Ones ,15000000.0,7.0
Kenneth Lonergan,Kieran Culkin,46495.0,Drama,Matt Damon,Margaret ,14000000.0,6.5
Bo Zenga,Kenan Thompson,,Comedy|Horror,Steve Howey,Stan Helsing ,,3.6
Rob Reiner,Rebecca De Mornay,1752214.0,Comedy|Drama|Romance,Madeline Carroll,Flipped ,14000000.0,7.7
Ang Lee,Heath Ledger,83025853.0,Drama|Romance,Jake Gyllenhaal,Brokeback Mountain ,14000000.0,7.7
Jonathan Liebesman,Danny Woodburn,190871240.0,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,125000000.0,5.9
Amy Heckerling,Dan Hedaya,56631572.0,Comedy|Romance,Donald Faison,Clueless ,12000000.0,6.8
Todd Haynes,Celia Weston,15854988.0,Drama|Romance,Dennis Quaid,Far from Heaven ,13500000.0,7.4
Steve Pink,Gillian Jacobs,12282677.0,Comedy|Sci-Fi,Adam Scott,Hot Tub Time Machine 2 ,14000000.0,5.1
,Olaf Lubaszenko,447093.0,Drama,Krystyna Janda,Dekalog             ,,9.1
Philip Kaufman,Stephen Marcus,7060876.0,Biography|Drama,Kate Winslet,Quills ,13500000.0,7.4
Martin McDonagh,Gabourey Sidibe,14989761.0,Comedy|Crime,Abbie Cornish,Seven Psychopaths ,15000000.0,7.2
Kasi Lemmons,Tamara Tunie,687081.0,Crime|Drama|Music|Mystery|Thriller,Colm Feore,The Caveman's Valentine ,,6.0
,Marian Dziedziel,,Action|Crime|Drama|Thriller,Jacek Koman,The Border             ,,7.4
Oliver Hirschbiegel,Bruno Ganz,5501940.0,Biography|Drama|History|War,Thomas Kretschmann,Downfall ,13500000.0,8.3
Alejandro Amenábar,Lola Dueñas,2086345.0,Biography|Drama|Romance,Belén Rueda,The Sea Inside ,10000000.0,8.1
Jonathan Glazer,Paul Brannigan,2605039.0,Drama|Horror|Sci-Fi|Thriller,Scarlett Johansson,Under the Skin ,,6.3
Barry Levinson,J.T. Walsh,123922370.0,Biography|Comedy|Drama|War,Robin Williams,"Good Morning, Vietnam ",13000000.0,7.3
Hyung-rae Shim,Stephanie Danielson,163591.0,Comedy,Jason Mewes,The Last Godfather ,13400000.0,3.6
Jon M. Chu,Sean Kingston,73000942.0,Documentary|Music,Usher Raymond,Justin Bieber: Never Say Never ,13000000.0,1.6
Darren Aronofsky,Mila Kunis,106952327.0,Drama|Thriller,Natalie Portman,Black Swan ,13000000.0,8.0
José Padilha,Abbie Cornish,58607007.0,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,100000000.0,6.2
Francis Ford Coppola,Al Pacino,57300000.0,Crime|Drama,Robert De Niro,The Godfather: Part II ,13000000.0,9.0
Thomas Carter,Terry Kinney,91038276.0,Drama|Music|Romance,Sean Patrick Thomas,Save the Last Dance ,13000000.0,6.1
Renny Harlin,Rodney Eastman,49369900.0,Fantasy|Horror|Thriller,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master ,7000000.0,5.7
Patricia Riggen,Brighton Sharbino,61693523.0,Drama,Jennifer Garner,Miracles from Heaven ,13000000.0,6.8
Danny Leiner,Mary Lynn Rajskub,46729374.0,Comedy|Mystery,Jennifer Garner,"Dude, Where's My Car? ",13000000.0,5.5
Christopher Cain,Patrick Wayne,44726644.0,Action|Crime|Drama|Thriller|Western,Jack Palance,Young Guns ,13000000.0,6.8
Theodore Melfi,Naomi Watts,44134898.0,Comedy|Drama,Bill Murray,St. Vincent ,13000000.0,7.3
Steve Pink,Regina Hall,48637684.0,Comedy|Romance,Joe Lo Truglio,About Last Night ,12500000.0,6.1
Gil Junger,Heath Ledger,38176108.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,10 Things I Hate About You ,16000000.0,7.2
