name,genre,score,director,actor_2_name,gross,actor_1_name,budget
Shrek 2,Animation,7.2,Andrew Adamson,Jennifer Saunders,436471036.0,Rupert Everett,150000000.0
The Bourne Supremacy,Action,7.7,Paul Greengrass,Joan Allen,176049130.0,Matt Damon,75000000.0
Dawn of the Dead,Action,7.3,Zack Snyder,Kevin Zegers,58885635.0,Ty Burrell,26000000.0
The Passion of the Christ,Drama,7.2,Mel Gibson,Maia Morgenstern,499263.0,Christo Jivkov,30000000.0
Resident Evil: Apocalypse,Action,6.2,Alexander Witt,Thomas Kretschmann,50740078.0,Milla Jovovich,45000000.0
Hellboy,Action,6.8,Guillermo del Toro,Rupert Evans,59035104.0,James Babson,66000000.0
Hellboy,Action,5.2,Neil Marshall,Rupert Evans,59035104.0,James Babson,66000000.0
Anchorman: The Legend of Ron Burgundy,Comedy,7.2,Adam McKay,Will Ferrell,84136909.0,Darcy Donavan,26000000.0
Walking Tall,Action,6.3,Kevin Bray,Ashley Scott,45860039.0,Dwayne Johnson,56000000.0
The Life Aquatic with Steve Zissou,Action,7.3,Wes Anderson,Anjelica Huston,24006726.0,Bill Murray,50000000.0
The Machinist,Drama,7.7,Brad Anderson,Jennifer Jason Leigh,1082044.0,Christian Bale,5000000.0
Closer,Drama,7.2,Mike Nichols,Julia Roberts,33987757.0,Natalie Portman,27000000.0
National Treasure,Action,6.9,Jon Turteltaub,Armando Riesco,173005002.0,Nicolas Cage,100000000.0
Alexander,Action,5.6,Oliver Stone,Angelina Jolie Pitt,34293771.0,Anthony Hopkins,155000000.0
The Chronicles of Riddick,Action,6.7,David Twohy,Alexa Davalos,57637485.0,Vin Diesel,105000000.0
The Manchurian Candidate,Drama,6.6,Jonathan Demme,Dorian Missick,65948711.0,Denzel Washington,80000000.0
Ocean's Twelve,Crime,6.5,Steven Soderbergh,Julia Roberts,125531634.0,Brad Pitt,110000000.0
Harold & Kumar Go to White Castle,Adventure,7.0,Danny Leiner,Fred Willard,18225165.0,Ethan Embry,9000000.0
Blade: Trinity,Action,5.8,David S. Goyer,Natasha Lyonne,52397389.0,Ryan Reynolds,65000000.0
Meet the Fockers,Comedy,6.3,Jay Roach,Blythe Danner,279167575.0,Robert De Niro,80000000.0
Sideways,Comedy,7.5,Alexander Payne,Patrick Gallagher,71502303.0,Virginia Madsen,12000000.0
Starsky & Hutch,Comedy,6.1,Todd Phillips,Carmen Electra,88200225.0,Snoop Dogg,60000000.0
Shark Tale,Animation,6.0,Bibo Bergeron,Martin Scorsese,160762022.0,Robert De Niro,75000000.0
Before Sunset,Drama,8.1,Richard Linklater,Albert Delpy,5792822.0,Vernon Dobtcheff,2700000.0
Ella Enchanted,Comedy,6.3,Tommy O'Haver,Steve Coogan,22913677.0,Anne Hathaway,35000000.0
Primer,Drama,6.9,Shane Carruth,David Sullivan,424760.0,Shane Carruth,7000.0
A Cinderella Story,Comedy,5.9,Mark Rosman,Lin Shaye,51431160.0,Dan Byrd,20000000.0
Along Came Polly,Comedy,6.0,John Hamburg,Masi Oka,87856565.0,Philip Seymour Hoffman,42000000.0
The SpongeBob SquarePants Movie,Animation,7.1,Stephen Hillenburg,Bill Fagerbakke,85416609.0,Scarlett Johansson,30000000.0
Scooby-Doo 2: Monsters Unleashed,Adventure,5.1,Raja Gosnell,Linda Cardellini,84185387.0,Sarah Michelle Gellar,80000000.0
The Ladykillers,Comedy,6.2,Ethan Coen,Tom Hanks,39692139.0,J.K. Simmons,35000000.0
Hotel Rwanda,Biography,8.1,Terry George,Sophie Okonedo,23472900.0,Don Cheadle,17500000.0
Kung Fu Hustle,Action,7.7,Stephen Chow,Chi Ling Chiu,17104669.0,Shengyi Huang,20000000.0
Garden State,Comedy,7.4,Zach Braff,Michael Weston,26781723.0,Armando Riesco,2500000.0
The Princess Diaries 2: Royal Engagement,Comedy,5.8,Garry Marshall,Raven-Symoné,95149435.0,Anne Hathaway,40000000.0
Catwoman,Action,3.4,Pitof,Christopher Heyerdahl,40198710.0,Frances Conroy,100000000.0
Seed of Chucky,Comedy,4.8,Don Mancini,Billy Boyd,17016190.0,Jason Flemyng,12000000.0
2046,Drama,7.4,Kar-Wai Wong,Tony Chiu Wai Leung,261481.0,Li Gong,12000000.0
Torque,Action,4.1,Joseph Kahn,Jay Hernandez,21176322.0,Dane Cook,40000000.0
Ray,Biography,7.7,Taylor Hackford,Curtis Armstrong,75305995.0,Bokeem Woodbine,40000000.0
Chasing Liberty,Comedy,6.1,Andy Cadiff,Stark Sands,12189514.0,Annabella Sciorra,23000000.0
Secret Window,Drama,6.5,David Koepp,Charles S. Dutton,47781388.0,Johnny Depp,40000000.0
Bride & Prejudice,Comedy,6.2,Gurinder Chadha,Martin Henderson,6601079.0,Indira Varma,7000000.0
Finding Neverland,Biography,7.7,Marc Forster,Kate Winslet,51676606.0,Johnny Depp,25000000.0
Team America: World Police,Action,7.2,Trey Parker,Maurice LaMarche,32774834.0,Jeremy Shada,30000000.0
Sleepover,Comedy,5.4,Joe Nussbaum,Alexa PenaVega,8070311.0,Steve Carell,10000000.0
The Grudge,Horror,5.9,Takashi Shimizu,Clea DuVall,110175871.0,Sarah Michelle Gellar,10000000.0
Around the World in 80 Days,Action,5.9,Frank Coraci,Steve Coogan,24004159.0,Jim Broadbent,110000000.0
Wimbledon,Comedy,6.3,Richard Loncraine,Jon Favreau,16831505.0,Kirsten Dunst,31000000.0
The Adventures of Sharkboy and Lavagirl 3-D,Action,3.7,Robert Rodriguez,Kristin Davis,39177541.0,Taylor Lautner,50000000.0
The Polar Express,Animation,6.6,Robert Zemeckis,Eddie Deezen,665426.0,Tom Hanks,165000000.0
Without a Paddle,Adventure,5.9,Steven Brill,Scott Adsit,58156435.0,Antony Starr,19000000.0
Miracle,Biography,7.5,Gavin O'Connor,Noah Emmerich,64371181.0,Eddie Cahill,28000000.0
Mindhunters,Crime,6.4,Renny Harlin,Clifton Collins Jr.,4476235.0,LL Cool J,27000000.0
Wicker Park,Drama,7.0,Paul McGuigan,Christopher Cousins,12831121.0,Jessica Paré,30000000.0
Cellular,Action,6.5,David R. Ellis,Valerie Cruz,32003620.0,Richard Burgi,25000000.0
Kinsey,Biography,7.1,Bill Condon,Oliver Platt,10214647.0,Liam Neeson,11000000.0
Anacondas: The Hunt for the Blood Orchid,Action,4.7,Dwight H. Little,Salli Richardson-Whitfield,31526393.0,Nicholas Gonzalez,25000000.0
Confessions of a Teenage Drama Queen,Comedy,4.7,Sara Sugarman,Carol Kane,29302097.0,Adam Garcia,15000000.0
Raising Helen,Comedy,6.0,Garry Marshall,Felicity Huffman,37486138.0,Amber Valletta,50000000.0
Fat Albert,Comedy,4.3,Joel Zwick,Nick Zano,48114556.0,Dania Ramirez,26000000.0
Sky Captain and the World of Tomorrow,Action,6.0,Kerry Conran,Laurence Olivier,37760080.0,Angelina Jolie Pitt,70000000.0
The Stepford Wives,Comedy,5.3,Frank Oz,Matthew Broderick,59475623.0,Jon Lovitz,90000000.0
Shall We Dance,Comedy,6.1,Peter Chelsom,Nick Cannon,57887882.0,Lisa Ann Walter,50000000.0
House of Flying Daggers,Action,7.5,Yimou Zhang,Andy Lau,11041228.0,Takeshi Kaneshiro,100000000.0
District B13,Action,7.1,Pierre Morel,Cyril Raffaelli,1197786.0,David Belle,12000000.0
Dead Man's Shoes,Crime,7.6,Shane Meadows,Gary Stretch,6013.0,Paddy Considine,695393.0
After the Sunset,Action,6.3,Brett Ratner,Don Cheadle,28328132.0,Salma Hayek,58000000.0
A Very Long Engagement,Drama,7.6,Jean-Pierre Jeunet,André Dussollier,6167817.0,Denis Lavant,47000000.0
Flight of the Phoenix,Action,6.1,John Moore,Tony Curran,21009180.0,Dennis Quaid,45000000.0
Saved!,Comedy,6.7,Brian Dannelly,Patrick Fugit,8786715.0,Macaulay Culkin,5000000.0
Garfield,Animation,5.0,Peter Hewitt,Mark Christopher Lawrence,75367693.0,Bill Murray,35000000.0
In Good Company,Comedy,6.4,Paul Weitz,Ty Burrell,45489752.0,Scarlett Johansson,26000000.0
Jersey Girl,Comedy,6.2,Kevin Smith,Mike Starr,25266129.0,Stephen Root,35000000.0
The Alamo,Drama,6.0,John Lee Hancock,Marc Blucas,22406362.0,Dennis Quaid,107000000.0
Raise Your Voice,Family,5.9,Sean McNamara,Rebecca De Mornay,10411980.0,Oliver James,15000000.0
Hidalgo,Action,6.7,Joe Johnston,Viggo Mortensen,67286731.0,J.K. Simmons,100000000.0
Bridget Jones: The Edge of Reason,Comedy,6.0,Beeban Kidron,Jim Broadbent,40203020.0,Colin Firth,40000000.0
Mean Creek,Crime,7.2,Jacob Estes,Scott Mechlowicz,603943.0,Rory Culkin,500000.0
D.E.B.S.,Action,5.3,Angela Robinson,Geoff Stults,96793.0,Jordana Brewster,3500000.0
Club Dread,Comedy,5.7,Jay Chandrasekhar,Lindsay Price,4992159.0,Brittany Daniel,8550000.0
Soul Plane,Comedy,4.5,Jessy Terrero,Snoop Dogg,13922211.0,Mo'Nique,16000000.0
Thunderbirds,Action,4.3,Jonathan Frakes,Philip Winchester,6768055.0,Sophia Myles,57000000.0
New York Minute,Comedy,5.0,Dennie Gordon,Bob Saget,14018364.0,Mary-Kate Olsen,30000000.0
Birth,Drama,6.2,Jonathan Glazer,Anne Heche,5005883.0,Cameron Bright,20000000.0
Vanity Fair,Drama,6.2,Mira Nair,Roger Lloyd Pack,16123851.0,Romola Garai,23000000.0
I Heart Huckabees,Comedy,6.6,David O. Russell,Lily Tomlin,12784713.0,Naomi Watts,22000000.0
The Sea Inside,Biography,8.0,Alejandro Amenábar,Lola Dueñas,2086345.0,Belén Rueda,10000000.0
The Whole Ten Yards,Comedy,5.5,Howard Deutch,Matthew Perry,16323969.0,Bruce Willis,40000000.0
Envy,Comedy,4.8,Barry Levinson,Ariel Gade,12181484.0,Amy Poehler,40000000.0
Alfie,Comedy,6.2,Charles Shyer,Nia Long,13395939.0,Omar Epps,60000000.0
Superbabies: Baby Geniuses 2,Comedy,1.9,Bob Clark,Vanessa Angel,9109322.0,Scott Baio,20000000.0
Johnson Family Vacation,Comedy,4.5,Christopher Erskin,Shannon Elizabeth,31179516.0,Vanessa Williams,12000000.0
The Chorus,Comedy,7.9,Christophe Barratier,François Berléand,3629758.0,Jean-Baptiste Maunier,5500000.0
Home on the Range,Animation,5.4,Will Finn,Roseanne Barr,50026353.0,Steve Buscemi,110000000.0
Christmas with the Kranks,Comedy,5.4,Joe Roth,Cheech Marin,73701902.0,Jamie Lee Curtis,60000000.0
Win a Date with Tad Hamilton!,Comedy,5.6,Robert Luketic,Gary Cole,16964743.0,Topher Grace,24000000.0
Night Watch,Action,6.4,Timur Bekmambetov,Aleksey Chadov,1487477.0,Konstantin Khabenskiy,4200000.0
The Merchant of Venice,Drama,7.0,Michael Radford,Mackenzie Crook,3752725.0,Al Pacino,18000000.0
Ladder 49,Action,6.5,Jay Russell,Jay Hernandez,74540762.0,Billy Burke,55000000.0
You Got Served,Drama,3.9,Chris Stokes,Marques Houston,40066497.0,Jennifer Freeman,8000000.0
Beyond the Sea,Biography,6.7,Kevin Spacey,Bob Hoskins,6144806.0,Kevin Spacey,23000000.0
Eulogy,Comedy,6.5,Michael Clancy,Rip Torn,70527.0,Zooey Deschanel,6500000.0
The Big Bounce,Comedy,4.9,George Armitage,Andrew Wilson,6471394.0,Morgan Freeman,50000000.0
Veer-Zaara,Drama,7.8,Yash Chopra,Preity Zinta,2921738.0,Shah Rukh Khan,7000000.0
Little Black Book,Comedy,5.3,Nick Hurran,Kevin Sussman,20422207.0,Holly Hunter,35000000.0
Laws of Attraction,Comedy,5.9,Peter Howitt,Mike Doyle,17848322.0,Frances Fisher,28000000.0
Maria Full of Grace,Crime,7.4,Joshua Marston,Wilson Guerrero,6517198.0,Catalina Sandino Moreno,3000000.0
Vera Drake,Crime,7.6,Mike Leigh,Sally Hawkins,3753806.0,Eddie Marsan,11000000.0
Catch That Kid,Action,5.2,Bart Freundlich,Corbin Bleu,16702864.0,Kristen Stewart,18000000.0
Tae Guk Gi: The Brotherhood of War,Action,8.0,Je-kyu Kang,Bin Won,1110186.0,Min-sik Choi,12800000.0
As It Is in Heaven,Comedy,7.5,Kay Pollak,Frida Hallgren,9910.0,Michael Nyqvist,25000000.0
Welcome to Mooseport,Comedy,5.2,Donald Petrie,Ray Romano,14469428.0,Rip Torn,26000000.0
Summer Storm,Comedy,7.2,Marco Kreuzpaintner,Kostja Ullmann,95016.0,Alicja Bachleda,2700000.0
Harry Potter and the Goblet of Fire,Adventure,7.7,Mike Newell,Daniel Radcliffe,289994397.0,Robert Pattinson,150000000.0
The 40-Year-Old Virgin,Comedy,7.1,Judd Apatow,Romany Malco,109243478.0,Steve Carell,26000000.0
Memoirs of a Geisha,Drama,7.3,Rob Marshall,Mako,57010853.0,Li Gong,85000000.0
Pride & Prejudice,Drama,7.8,Joe Wright,Brenda Blethyn,38372662.0,Talulah Riley,28000000.0
Batman Begins,Action,8.2,Christopher Nolan,Liam Neeson,205343774.0,Christian Bale,150000000.0
The Descent,Adventure,7.2,Neil Marshall,Shauna Macdonald,26005908.0,MyAnna Buring,3500000.0
Brokeback Mountain,Drama,7.7,Ang Lee,Heath Ledger,83025853.0,Jake Gyllenhaal,14000000.0
Sin City,Crime,8.0,Frank Miller,Powers Boothe,74098862.0,Rosario Dawson,40000000.0
Charlie and the Chocolate Factory,Adventure,6.6,Tim Burton,Christopher Lee,206456431.0,Johnny Depp,150000000.0
V for Vendetta,Action,8.1,James McTeigue,Eddie Marsan,70496802.0,Natalie Portman,54000000.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,6.9,Andrew Adamson,Kiran Shah,291709845.0,Jim Broadbent,180000000.0
War of the Worlds,Adventure,6.5,Steven Spielberg,Lisa Ann Walter,234277056.0,Tom Cruise,132000000.0
Kingdom of Heaven,Action,7.2,Ridley Scott,Orlando Bloom,47396698.0,Liam Neeson,130000000.0
Star Wars: Episode III - Revenge of the Sith,Action,7.5,George Lucas,Christopher Lee,380262555.0,Natalie Portman,113000000.0
King Kong,Action,7.2,Peter Jackson,Thomas Kretschmann,218051260.0,Naomi Watts,207000000.0
The Hitchhiker's Guide to the Galaxy,Adventure,6.7,Garth Jennings,Kelly Macdonald,51019112.0,Zooey Deschanel,50000000.0
Fantastic Four,Action,5.7,Tim Story,Reg E. Cathey,56114221.0,Tim Blake Nelson,120000000.0
Fantastic Four,Action,4.2,Josh Trank,Reg E. Cathey,56114221.0,Tim Blake Nelson,120000000.0
Serenity,Action,7.8,Joss Whedon,Sean Maher,25335935.0,Adam Baldwin,40000000.0
Serenity,Drama,5.4,Steven Knight,Sean Maher,25335935.0,Adam Baldwin,40000000.0
Mr. & Mrs. Smith,Action,6.5,Doug Liman,Angelina Jolie Pitt,186336103.0,Brad Pitt,120000000.0
Waiting...,Comedy,6.7,Rob McKittrick,Dane Cook,16101109.0,Ryan Reynolds,3000000.0
Match Point,Drama,7.6,Woody Allen,Mark Gatiss,23089926.0,Scarlett Johansson,15000000.0
Hostel,Horror,5.9,Eli Roth,Takashi Miike,47277326.0,Jay Hernandez,4800000.0
Sky High,Adventure,6.2,Mike Mitchell,Kelly Preston,63939454.0,Michael Angarano,35000000.0
Assault on Precinct 13,Action,6.3,Jean-François Richet,Drea de Matteo,19976073.0,Brian Dennehy,20000000.0
Madagascar,Animation,6.9,Eric Darnell,Cedric the Entertainer,193136719.0,Jada Pinkett Smith,75000000.0
Hard Candy,Drama,7.1,David Slade,G.J. Echternkamp,1007962.0,Odessa Rae,950000.0
The Sisterhood of the Traveling Pants,Comedy,6.5,Ken Kwapis,America Ferrera,39008741.0,Mike Vogel,25000000.0
The Longest Yard,Comedy,6.4,Peter Segal,Steve Reevis,158115031.0,Adam Sandler,82000000.0
Red Eye,Thriller,6.5,Wes Craven,Carl Gilliard,57859105.0,Robert Pine,26000000.0
House of Wax,Horror,5.4,Jaume Collet-Serra,Paris Hilton,32048809.0,Robert Ri'chard,30000000.0
Four Brothers,Action,6.8,John Singleton,Tony Nappo,74484168.0,Josh Charles,45000000.0
The Dukes of Hazzard,Comedy,5.1,Jay Chandrasekhar,Jessica Simpson,80270227.0,Alice Greczyn,50000000.0
The Interpreter,Crime,6.4,Sydney Pollack,George Harris,72515360.0,Curtiss Cook,80000000.0
Walk the Line,Biography,7.8,James Mangold,Dallas Roberts,119518352.0,Sandra Ellis Lafferty,28000000.0
Lords of Dogtown,Biography,7.1,Catherine Hardwicke,Michael Angarano,11008432.0,Heath Ledger,25000000.0
Munich,Action,7.5,Steven Spielberg,Moritz Bleibtreu,47379090.0,Ayelet Zurer,70000000.0
Kiss Kiss Bang Bang,Comedy,7.5,Shane Black,Corbin Bernsen,4235837.0,Robert Downey Jr.,15000000.0
The Constant Gardener,Drama,7.4,Fernando Meirelles,Danny Huston,33565375.0,Archie Panjabi,15000000.0
The Pacifier,Action,5.6,Adam Shankman,Brad Garrett,113006880.0,Vin Diesel,56000000.0
A History of Violence,Drama,7.4,David Cronenberg,Kyle Schmid,31493782.0,Viggo Mortensen,32000000.0
The Devil's Rejects,Horror,6.8,Rob Zombie,Ken Foree,16901126.0,Sid Haig,7000000.0
Hitch,Comedy,6.6,Andy Tennant,Michael Rapaport,177575142.0,Will Smith,70000000.0
Mirrormask,Adventure,6.8,Dave McKean,Gina McKee,864959.0,Stephanie Leonidas,4000000.0
Rent,Drama,6.9,Chris Columbus,David Fine,29077547.0,Rosario Dawson,40000000.0
Robots,Animation,6.3,Chris Wedge,Drew Carey,128200012.0,Jim Broadbent,75000000.0
Jarhead,Action,7.0,Sam Mendes,Brian Geraghty,62647540.0,Jake Gyllenhaal,70000000.0
Into the Blue,Action,5.9,John Stockwell,James Frain,18472363.0,Paul Walker,50000000.0
Saw II,Horror,6.6,Darren Lynn Bousman,Tony Nappo,87025093.0,Emmanuelle Vaugier,4000000.0
Flightplan,Drama,6.3,Robert Schwentke,Michael Irby,89706988.0,Erika Christensen,55000000.0
Coach Carter,Biography,7.3,Thomas Carter,Rick Gonzalez,67253092.0,Channing Tatum,30000000.0
Dark Water,Drama,5.6,Walter Salles,Camryn Manheim,25472967.0,Dougray Scott,30000000.0
Lord of War,Action,7.6,Andrew Niccol,Jeremy Crutchley,24127895.0,Nicolas Cage,50000000.0
Zathura: A Space Adventure,Action,6.2,Jon Favreau,Josh Hutcherson,28045540.0,Kristen Stewart,65000000.0
The Quiet,Crime,6.2,Jamie Babbit,David Gallagher,381186.0,Katy Mixon,900000.0
The Amityville Horror,Horror,6.0,Andrew Douglas,Chloë Grace Moretz,64255243.0,Jimmy Bennett,19000000.0
Be Cool,Comedy,5.6,F. Gary Gray,Christina Milian,55808744.0,Dwayne Johnson,53000000.0
Cinderella Man,Biography,8.0,Ron Howard,Bruce McGill,61644321.0,Paddy Considine,88000000.0
Nanny McPhee,Comedy,6.6,Kirk Jones,Kelly Macdonald,47124400.0,Colin Firth,25000000.0
The Brothers Grimm,Action,5.9,Terry Gilliam,Heath Ledger,37899638.0,Matt Damon,88000000.0
Corpse Bride,Animation,7.3,Tim Burton,Christopher Lee,53337608.0,Johnny Depp,40000000.0
Transporter 2,Action,6.3,Louis Leterrier,Jason Flemyng,43095600.0,Jason Statham,32000000.0
The New World,Biography,6.7,Terrence Malick,Michael Greyeyes,12712093.0,Christian Bale,30000000.0
The Exorcism of Emily Rose,Drama,6.7,Scott Derrickson,Colm Feore,75072454.0,Tom Wilkinson,20000000.0
Elektra,Action,4.7,Rob Bowman,Cary-Hiroyuki Tagawa,24407944.0,Jennifer Garner,43000000.0
Doom,Action,5.2,Andrzej Bartkowiak,Ben Daniels,28031250.0,Dwayne Johnson,60000000.0
The Legend of Zorro,Action,6.0,Martin Campbell,Nick Chinlund,45356386.0,Michael Emerson,75000000.0
Cheaper by the Dozen 2,Adventure,5.5,Adam Shankman,Tom Welling,82569532.0,Taylor Lautner,60000000.0
Æon Flux,Action,5.5,Karyn Kusama,Sophie Okonedo,25857987.0,Charlize Theron,62000000.0
Son of the Mask,Comedy,2.2,Lawrence Guterman,Traylor Howard,17010646.0,Jamie Kennedy,84000000.0
The Producers,Comedy,6.3,Susan Stroman,Will Ferrell,19377727.0,Jon Lovitz,45000000.0
Kicking & Screaming,Comedy,5.6,Jesse Dylan,Will Ferrell,52580895.0,Josh Hutcherson,45000000.0
The Cave,Action,5.1,Bruce Hunt,Cole Hauser,14888028.0,Eddie Cibrian,30000000.0
Lady Vengeance,Crime,7.6,Park Chan-Wook,Yeong-ae Lee,211667.0,Min-sik Choi,4200000000.0
Fun with Dick and Jane,Comedy,6.2,Dean Parisot,Richard Burgi,110332737.0,John Michael Higgins,100000000.0
Imagine Me & You,Comedy,6.8,Ol Parker,Ben Miles,671240.0,Celia Imrie,7900000.0
The Family Stone,Comedy,6.3,Thomas Bezucha,Paul Schneider,6061759.0,Craig T. Nelson,17000000.0
Just Like Heaven,Comedy,6.7,Mark Waters,Ivana Milicevic,48291624.0,Jon Heder,58000000.0
Capote,Biography,7.3,Bennett Miller,Michael J. Burg,28747570.0,Philip Seymour Hoffman,7000000.0
The Skeleton Key,Drama,6.5,Iain Softley,Deneen Tyler,47806295.0,Gena Rowlands,43000000.0
The Squid and the Whale,Comedy,7.3,Noah Baumbach,Elizabeth Meriwether,7362100.0,William Baldwin,1500000.0
Land of the Dead,Horror,6.2,George A. Romero,Shawn Roberts,20433940.0,Tony Nappo,15000000.0
Elizabethtown,Comedy,6.4,Cameron Crowe,Kirsten Dunst,26838389.0,Orlando Bloom,57000000.0
Chicken Little,Animation,5.7,Mark Dindal,Fred Willard,135381507.0,Catherine O'Hara,150000000.0
Monster-in-Law,Comedy,5.6,Robert Luketic,Jane Fonda,82931301.0,Adam Scott,60000000.0
Domino,Action,5.9,Tony Scott,Mo'Nique,10137232.0,Ian Ziering,50000000.0
London,Drama,6.5,Hunter Richards,Chris Evans,12667.0,Jason Statham,14000.0
Deuce Bigalow: European Gigolo,Comedy,4.7,Mike Bigelow,Eddie Griffin,22264487.0,Carlos Ponce,22000000.0
Harsh Times,Action,6.9,David Ayer,Christian Bale,3335839.0,J.K. Simmons,2000000.0
Diary of a Mad Black Woman,Comedy,5.8,Darren Grant,Kimberly Elise,50382128.0,Cicely Tyson,5500000.0
Herbie Fully Loaded,Adventure,4.8,Angela Robinson,Thomas Lennon,66002004.0,Scoot McNairy,50000000.0
The Jacket,Drama,7.1,John Maybury,Jason Lewis,6301131.0,Jennifer Jason Leigh,29000000.0
The Wedding Date,Comedy,6.2,Clare Kilner,Debra Messing,31585300.0,Jack Davenport,15000000.0
Thank You for Smoking,Comedy,7.6,Jason Reitman,Cameron Bright,24792061.0,J.K. Simmons,6500000.0
Hide and Seek,Drama,6.0,John Polson,Dylan Baker,51097664.0,Robert De Niro,30000000.0
Cursed,Comedy,5.0,Wes Craven,Portia de Rossi,19294901.0,Shannon Elizabeth,35000000.0
xXx: State of the Union,Action,4.5,Lee Tamahori,Nona Gaye,26082914.0,Sunny Mabrey,87000000.0
Syriana,Drama,6.9,Stephen Gaghan,Amr Waked,50815288.0,Matt Damon,50000000.0
North Country,Drama,7.3,Niki Caro,Charlize Theron,18324242.0,Jeremy Renner,35000000.0
Derailed,Crime,6.6,Mikael Håfström,RZA,36020063.0,Denis O'Hare,22000000.0
The Perfect Man,Comedy,5.5,Mark Rosman,Chris Noth,16247775.0,Ben Feldman,25000000.0
Unleashed,Action,7.0,Louis Leterrier,Jet Li,24520892.0,Morgan Freeman,45000000.0
Hostage,Action,6.5,Florent-Emilio Siri,Bruce Willis,34636443.0,Jimmy Bennett,52000000.0
Get Rich or Die Tryin',Biography,5.4,Jim Sheridan,Bill Duke,30981850.0,50 Cent,40000000.0
BloodRayne,Action,2.9,Uwe Boll,Udo Kier,1550000.0,Meat Loaf,25000000.0
Goal! The Dream Begins,Adventure,6.7,Danny Cannon,Kuno Becker,4280577.0,Sean Pertwee,10000000.0
"Good Night, and Good Luck.",Biography,7.4,George Clooney,Tate Donovan,31501218.0,Robert Downey Jr.,7500000.0
A Lot Like Love,Comedy,6.6,Nigel Cole,Tyrone Giordano,21835784.0,Aimee Garcia,30000000.0
The Proposition,Crime,7.3,John Hillcoat,Noah Taylor,1900725.0,Ray Winstone,2000000.0
The World's Fastest Indian,Biography,7.8,Roger Donaldson,Antony Starr,5128124.0,Anthony Hopkins,25000000.0
Stealth,Action,5.1,Rob Cohen,Joe Morton,31704416.0,Sam Shepard,135000000.0
Hustle & Flow,Crime,7.3,Craig Brewer,Paula Jai Parker,22201636.0,Isaac Hayes,8000000.0
The Matador,Comedy,6.7,Richard Shepard,Philip Baker Hall,12570442.0,Adam Scott,10000000.0
Because of Winn-Dixie,Comedy,6.3,Wayne Wang,Luke Benward,32645546.0,Cicely Tyson,14000000.0
Where the Truth Lies,Crime,6.5,Atom Egoyan,Alison Lohman,871527.0,Colin Firth,25000000.0
Must Love Dogs,Comedy,5.9,Gary David Goldberg,Victor Webster,43894863.0,Stockard Channing,30000000.0
Guess Who,Comedy,5.9,Kevin Rodney Sullivan,Nicole Sullivan,67962333.0,Bernie Mac,35000000.0
The Ballad of Jack and Rose,Drama,6.6,Rebecca Miller,Susanna Thompson,712294.0,Beau Bridges,1500000.0
The Great Raid,Action,6.7,John Dahl,Clayne Crawford,10166502.0,James Franco,80000000.0
Alone in the Dark,Action,2.4,Uwe Boll,Darren Shahlavi,5132655.0,Catherine Lough Haggquist,20000000.0
An American Haunting,Drama,5.1,Courtney Solomon,James D'Arcy,16298046.0,Sissy Spacek,14000000.0
Oliver Twist,Crime,6.8,Roman Polanski,Barney Clark,1987287.0,Ian McNeice,50000000.0
White Noise,Drama,5.5,Geoffrey Sax,Keegan Connor Tracy,55865715.0,Deborah Kara Unger,10000000.0
Are We There Yet?,Adventure,4.7,Brian Levant,Tracy Morgan,82301521.0,Nia Long,32000000.0
A Sound of Thunder,Action,4.2,Peter Hyams,Catherine McCormack,1891821.0,David Oyelowo,52000000.0
The Weather Man,Comedy,6.5,Gore Verbinski,Hope Davis,12469811.0,Nicolas Cage,22000000.0
An Unfinished Life,Drama,7.0,Lasse Hallström,Camryn Manheim,8535575.0,Morgan Freeman,30000000.0
Boogeyman,Drama,4.2,Stephen Kay,Skye McCole Bartusiak,46363118.0,Barry Watson,20000000.0
Me and You and Everyone We Know,Comedy,7.3,Miranda July,Brad William Henke,3885134.0,Najarra Townsend,2000000.0
Transamerica,Adventure,7.4,Duncan Tucker,Felicity Huffman,9013113.0,Kevin Zegers,1000000.0
The Lost City,Drama,6.6,Andy Garcia,Victor Rivers,2483955.0,Danny Pino,9600000.0
The Upside of Anger,Comedy,6.8,Mike Binder,Erika Christensen,18761993.0,Alicia Witt,9000000.0
The Chumscrubber,Comedy,6.9,Arie Posin,John Heard,49526.0,Rory Culkin,6800000.0
The Man,Action,5.6,Les Mayfield,Susie Essman,8326035.0,Miguel Ferrer,33000000.0
Valiant,Animation,5.5,Gary Chapman,Olivia Williams,19447478.0,Jim Broadbent,35000000.0
Manderlay,Drama,7.3,Lars von Trier,Jeremy Davies,74205.0,Bryce Dallas Howard,14200000.0
Joyeux Noel,Drama,7.7,Christian Carion,Dany Boon,1050445.0,Gary Lewis,22000000.0
Thumbsucker,Comedy,6.6,Mike Mills,Lou Taylor Pucci,1325073.0,Kelli Garner,4000000.0
The Departed,Crime,8.5,Martin Scorsese,Matt Damon,132373442.0,Leonardo DiCaprio,90000000.0
The Fast and the Furious: Tokyo Drift,Action,6.0,Justin Lin,Zachery Ty Bryan,62494975.0,Amber Stevens West,85000000.0
The Prestige,Drama,8.5,Christopher Nolan,Hugh Jackman,53082743.0,Christian Bale,40000000.0
